transaction_id,product_id,customer_id,product_name,unit_price,product_quantity,discount_applied,tax_amount,total,transaction_date,region,city,mode_of_paymen,transaction_status,channel,delivery_type,refund_flag,num_items,total_amount,date_of_transaction,customer_id,region_y,city_y,mode_of_payment_y,transaction_status_y
T00039520,P000089,C002783,KrogerBrand Chocolate,26.8,2,1.07,5.25,57.78,2024-11-21,US,Austin,PayPal,Completed,In-store,Home Delivery,0,1,57.78,2024-11-21,C002783,US,Austin,PayPal,Completed
T00039521,P000548,C002369,Samsung Speaker,3000.0,1,0.0,300.0,3300.0,2024-07-29,US,New York,PayPal,Completed,In-store,Home Delivery,0,1,3300.0,2024-07-29,C002369,US,New York,PayPal,Completed
T00039522,P000513,C004841,LG Monitor,3000.0,1,0.0,540.0,3540.0,2024-04-26,IN,Mumbai,Debit Card,Completed,In-store,Store Pickup,0,1,3540.0,2024-04-26,C004841,IN,Mumbai,Debit Card,Completed
T00039523,P000628,C001979,Lenovo Camera,1344.52,1,26.89,237.17,1554.8,2024-07-15,IN,Delhi,Credit Card,Completed,Online,Home Delivery,0,1,1554.8,2024-07-15,C001979,IN,Delhi,Credit Card,Completed
T00039524,P000525,C003536,LG Phone,783.2,1,0.0,93.98,877.18,2024-12-24,UK,Manchester,Credit Card,Completed,Online,Home Delivery,0,3,1235.58,2024-12-24,C003536,UK,Manchester,Credit Card,Completed
T00039524,P000896,C003536,WholeFoods Chocolate,50.0,1,0.0,6.0,56.0,2024-12-24,UK,Manchester,Credit Card,Completed,Online,Store Pickup,0,3,1235.58,2024-12-24,C003536,UK,Manchester,Credit Card,Completed
T00039524,P000882,C003536,Zara Dress,300.0,1,30.0,32.4,302.4,2024-12-24,UK,Manchester,Credit Card,Completed,Online,Home Delivery,0,3,1235.58,2024-12-24,C003536,UK,Manchester,Credit Card,Completed
T00039525,P000023,C004369,Bose Speaker,3000.0,1,0.0,300.0,3300.0,2024-02-17,US,San Francisco,Credit Card,Completed,In-store,Home Delivery,0,1,3300.0,2024-02-17,C004369,US,San Francisco,Credit Card,Completed
T00039526,P000562,C001093,Philips Camera,1591.58,1,79.58,181.44,1693.44,2024-03-09,EU,Amsterdam,Credit Card,Completed,In-store,Store Pickup,0,3,1946.92,2024-03-09,C001093,EU,Amsterdam,Credit Card,Completed
T00039526,P000653,C001093,NaturesBest Cheese,33.95,5,0.0,20.37,190.12,2024-03-09,EU,Amsterdam,Credit Card,Completed,In-store,Store Pickup,0,3,1946.92,2024-03-09,C001093,EU,Amsterdam,Credit Card,Completed
T00039526,P000013,C001093,Sephora Cream,56.57,1,0.0,6.79,63.36,2024-03-09,EU,Amsterdam,Credit Card,Completed,In-store,Home Delivery,0,3,1946.92,2024-03-09,C001093,EU,Amsterdam,Credit Card,Completed
T00039527,P000046,C001014,Prada Watch,163.87,1,0.0,16.39,180.26,2024-06-09,US,New York,Debit Card,Completed,Online,Store Pickup,0,1,180.26,2024-06-09,C001014,US,New York,Debit Card,Completed
T00039528,P000466,C003983,GE Toaster,173.44,1,17.34,15.61,171.71,2024-04-18,US,San Francisco,Credit Card,Completed,In-store,Home Delivery,0,2,3471.71,2024-04-18,C003983,US,San Francisco,Credit Card,Completed
T00039528,P001200,C003983,Lenovo Headphones,3000.0,1,0.0,300.0,3300.0,2024-04-18,US,San Francisco,Credit Card,Completed,In-store,Store Pickup,0,2,3471.71,2024-04-18,C003983,US,San Francisco,Credit Card,Completed
T00039529,P000887,C000827,Whirlpool Microwave,1156.68,1,0.0,115.67,1272.35,2024-05-15,US,Chicago,Debit Card,Completed,Online,Home Delivery,0,1,1272.35,2024-05-15,C000827,US,Chicago,Debit Card,Completed
T00039530,P001029,C001883,WholeFoods Milk,50.0,1,0.0,6.0,56.0,2024-10-14,EU,Paris,Debit Card,Completed,Mobile App,Store Pickup,0,1,56.0,2024-10-14,C001883,EU,Paris,Debit Card,Completed
T00039531,P000158,C002893,TraderJoes Milk,24.49,5,0.0,14.69,137.14,2024-07-27,EU,Madrid,Debit Card,Completed,Online,Store Pickup,0,1,137.14,2024-07-27,C002893,EU,Madrid,Debit Card,Completed
T00039532,P000565,C001559,Under Armour Sunglasses,283.67,1,19.86,47.49,311.3,2024-12-17,AU,Brisbane,Credit Card,Completed,Online,Home Delivery,0,1,311.3,2024-12-17,C001559,AU,Brisbane,Credit Card,Completed
T00039533,P000681,C002851,Decathlon Tennis Racket,114.41,2,0.0,41.19,270.01,2024-08-04,IN,Bengaluru,Wallet,Completed,Online,Home Delivery,0,2,3043.56,2024-08-04,C002851,IN,Bengaluru,Wallet,Completed
T00039533,P000988,C002851,Samsung Monitor,2350.47,1,0.0,423.08,2773.55,2024-08-04,IN,Bengaluru,Wallet,Completed,Online,Home Delivery,0,2,3043.56,2024-08-04,C002851,IN,Bengaluru,Wallet,Completed
T00039534,P001190,C004404,Nike Shoes,300.0,1,0.0,36.0,336.0,2024-03-09,UK,Manchester,PayPal,Completed,Online,Store Pickup,0,1,336.0,2024-03-09,C004404,UK,Manchester,PayPal,Completed
T00039535,P000625,C004543,NaturesBest Milk,11.3,1,0.23,1.99,13.06,2024-08-03,IN,Delhi,Credit Card,Completed,Online,Store Pickup,0,1,13.06,2024-08-03,C004543,IN,Delhi,Credit Card,Completed
T00039536,P000501,C003792,Levi's Bag,68.79,2,0.0,13.76,151.34,2024-02-16,US,San Francisco,PayPal,Completed,Online,Home Delivery,0,2,10051.34,2024-02-16,C003792,US,San Francisco,PayPal,Completed
T00039536,P000479,C003792,HP Camera,3000.0,3,0.0,900.0,9900.0,2024-02-16,US,San Francisco,PayPal,Completed,Online,Home Delivery,0,2,10051.34,2024-02-16,C003792,US,San Francisco,PayPal,Completed
T00039537,P000361,C003663,Lenovo Camera,670.11,1,0.0,67.01,737.12,2024-03-14,US,Los Angeles,Credit Card,Completed,Online,Home Delivery,0,1,737.12,2024-03-14,C003663,US,Los Angeles,Credit Card,Completed
T00039538,P000178,C001456,Hamilton Beach Cookware,391.65,1,7.83,46.06,429.88,2024-09-09,EU,Amsterdam,Debit Card,Completed,Online,Home Delivery,0,2,709.9,2024-09-09,C001456,EU,Amsterdam,Debit Card,Completed
T00039538,P000794,C001456,Levi's Watch,127.56,2,5.1,30.0,280.02,2024-09-09,EU,Amsterdam,Debit Card,Completed,Online,Store Pickup,0,2,709.9,2024-09-09,C001456,EU,Amsterdam,Debit Card,Completed
T00039539,P001070,C003235,TraderJoes Snack Pack,9.86,2,0.39,2.32,21.65,2024-09-04,UK,London,Credit Card,Completed,Online,Home Delivery,0,1,21.65,2024-09-04,C003235,UK,London,Credit Card,Completed
T00039540,P000397,C004016,Bose Camera,1726.4,1,34.53,169.19,1861.06,2024-08-11,US,Los Angeles,Debit Card,Completed,In-store,Home Delivery,0,2,2292.26,2024-08-11,C004016,US,Los Angeles,Debit Card,Completed
T00039540,P000247,C004016,Nike Yoga Mat,400.0,1,8.0,39.2,431.2,2024-08-11,US,Los Angeles,Debit Card,Completed,In-store,Store Pickup,0,2,2292.26,2024-08-11,C004016,US,Los Angeles,Debit Card,Completed
T00039541,P000398,C003931,LG Tablet,2467.47,1,246.75,266.49,2487.21,2024-07-01,UK,Birmingham,Debit Card,Completed,Online,Home Delivery,0,1,2487.21,2024-07-01,C003931,UK,Birmingham,Debit Card,Completed
T00039542,P000640,C001653,Hasbro Puzzle,130.65,1,6.53,14.89,139.01,2024-10-20,UK,Manchester,Credit Card,Completed,Online,Home Delivery,0,2,181.88,2024-10-20,C001653,UK,Manchester,Credit Card,Completed
T00039542,P000487,C001653,Gucci Shirt,13.43,3,2.01,4.59,42.87,2024-10-20,UK,Manchester,Credit Card,Completed,Online,Home Delivery,0,2,181.88,2024-10-20,C001653,UK,Manchester,Credit Card,Completed
T00039543,P000106,C002979,Samsung Washing Machine,2467.78,1,0.0,444.2,2911.98,2024-02-23,AU,Sydney,Credit Card,Completed,Online,Store Pickup,0,2,3349.13,2024-02-23,C002979,AU,Sydney,Credit Card,Completed
T00039543,P000050,C002979,Whirlpool Coffee Maker,370.47,1,0.0,66.68,437.15,2024-02-23,AU,Sydney,Credit Card,Completed,Online,Store Pickup,0,2,3349.13,2024-02-23,C002979,AU,Sydney,Credit Card,Completed
T00039544,P000076,C002055,Sephora Cream,143.19,1,2.86,14.03,154.36,2024-03-24,US,Chicago,Apple Pay,Completed,Online,Home Delivery,0,1,154.36,2024-03-24,C002055,US,Chicago,Apple Pay,Completed
T00039545,P001032,C003123,Bose Monitor,2012.53,1,0.0,241.5,2254.03,2024-10-12,UK,Birmingham,Credit Card,Completed,Mobile App,Home Delivery,0,1,2254.03,2024-10-12,C003123,UK,Birmingham,Credit Card,Completed
T00039546,P000954,C002886,Hamilton Beach Lamp,166.67,1,8.33,19.0,177.34,2024-05-20,EU,Madrid,Debit Card,Completed,Online,Home Delivery,0,1,177.34,2024-05-20,C002886,EU,Madrid,Debit Card,Completed
T00039547,P000688,C003273,Under Armour Shirt,150.41,1,0.0,27.07,177.48,2024-05-20,IN,Mumbai,Wallet,Completed,Online,Store Pickup,0,2,192.54,2024-05-20,C003273,IN,Mumbai,Wallet,Completed
T00039547,P000487,C003273,Gucci Shirt,13.43,1,0.67,2.3,15.06,2024-05-20,IN,Mumbai,Wallet,Completed,Online,Store Pickup,0,2,192.54,2024-05-20,C003273,IN,Mumbai,Wallet,Completed
T00039548,P000301,C002946,Nike Shirt,300.0,1,0.0,36.0,336.0,2024-12-27,EU,Amsterdam,Debit Card,Completed,Online,Store Pickup,0,2,868.17,2024-12-27,C002946,EU,Amsterdam,Debit Card,Completed
T00039548,P000712,C002946,IKEA Lamp,475.15,1,0.0,57.02,532.17,2024-12-27,EU,Amsterdam,Debit Card,Completed,Online,Home Delivery,0,2,868.17,2024-12-27,C002946,EU,Amsterdam,Debit Card,Completed
T00039549,P000628,C003685,Lenovo Camera,1344.52,1,134.45,217.81,1427.88,2024-12-05,IN,Hyderabad,Credit Card,Completed,Mobile App,Home Delivery,0,1,1427.88,2024-12-05,C003685,IN,Hyderabad,Credit Card,Completed
T00039550,P001179,C000975,WholeFoods Chocolate,10.42,1,0.0,1.04,11.46,2024-09-26,US,Los Angeles,Credit Card,Refunded,Online,Store Pickup,1,1,11.46,2024-09-26,C000975,US,Los Angeles,Credit Card,Refunded
T00039551,P000655,C000870,Lego Doll,131.32,1,0.0,13.13,144.45,2024-07-03,US,Chicago,Apple Pay,Completed,In-store,Home Delivery,0,2,596.74,2024-07-03,C000870,US,Chicago,Apple Pay,Completed
T00039551,P000246,C000870,Bose Camera,456.86,1,45.69,41.12,452.29,2024-07-03,US,Chicago,Apple Pay,Completed,In-store,Store Pickup,0,2,596.74,2024-07-03,C000870,US,Chicago,Apple Pay,Completed
T00039552,P000215,C001506,Dell Monitor,529.92,1,63.59,46.63,512.96,2024-08-03,US,New York,Debit Card,Completed,Online,Store Pickup,0,1,512.96,2024-08-03,C001506,US,New York,Debit Card,Completed
T00039553,P000586,C000859,Uniqlo Shirt,32.37,1,0.0,5.83,38.2,2024-04-25,IN,Chennai,Wallet,Completed,Online,Home Delivery,0,1,38.2,2024-04-25,C000859,IN,Chennai,Wallet,Completed
T00039554,P000036,C003627,NaturesBest Snack Pack,30.43,1,0.0,5.48,35.91,2024-04-29,IN,Delhi,Wallet,Refunded,Online,Home Delivery,1,1,35.91,2024-04-29,C003627,IN,Delhi,Wallet,Refunded
T00039555,P000916,C004222,Apple Speaker,420.25,1,0.0,42.03,462.28,2024-02-24,US,Austin,PayPal,Completed,Online,Store Pickup,0,1,462.28,2024-02-24,C004222,US,Austin,PayPal,Completed
T00039556,P000954,C004424,Hamilton Beach Lamp,166.67,3,10.0,58.8,548.81,2024-07-23,UK,Manchester,Credit Card,Completed,Mobile App,Store Pickup,0,1,548.81,2024-07-23,C004424,UK,Manchester,Credit Card,Completed
T00039557,P000797,C004991,Bose Tablet,3000.0,1,0.0,540.0,3540.0,2024-06-16,AU,Melbourne,Credit Card,Completed,Online,Store Pickup,0,2,4012.0,2024-06-16,C004991,AU,Melbourne,Credit Card,Completed
T00039557,P000867,C004991,Johnson&Johnson Baby Bottle,200.0,2,0.0,72.0,472.0,2024-06-16,AU,Melbourne,Credit Card,Completed,Online,Home Delivery,0,2,4012.0,2024-06-16,C004991,AU,Melbourne,Credit Card,Completed
T00039558,P000109,C004383,GE Coffee Maker,573.59,1,0.0,57.36,630.95,2024-01-23,US,Los Angeles,Apple Pay,Completed,Online,Home Delivery,0,1,630.95,2024-01-23,C004383,US,Los Angeles,Apple Pay,Completed
T00039559,P000637,C002541,TraderJoes Snack Pack,50.0,1,1.0,8.82,57.82,2024-05-03,AU,Brisbane,PayPal,Completed,Online,Home Delivery,0,1,57.82,2024-05-03,C002541,AU,Brisbane,PayPal,Completed
T00039560,P000614,C001993,TraderJoes Milk,19.36,1,0.0,3.48,22.84,2024-05-13,IN,Bengaluru,Wallet,Completed,Online,Home Delivery,0,1,22.84,2024-05-13,C001993,IN,Bengaluru,Wallet,Completed
T00039561,P000302,C001893,Samsung Phone,1174.17,1,58.71,133.86,1249.32,2024-09-19,EU,Amsterdam,SEPA,Completed,In-store,Home Delivery,0,1,1249.32,2024-09-19,C001893,EU,Amsterdam,SEPA,Completed
T00039562,P001005,C002069,KrogerBrand Snack Pack,50.0,1,1.0,5.88,54.88,2024-04-21,UK,Manchester,Debit Card,Completed,Online,Store Pickup,0,2,208.43,2024-04-21,C002069,UK,Manchester,Debit Card,Completed
T00039562,P000652,C002069,Johnson&Johnson Pacifier,155.79,1,18.69,16.45,153.55,2024-04-21,UK,Manchester,Debit Card,Completed,Online,Home Delivery,0,2,208.43,2024-04-21,C002069,UK,Manchester,Debit Card,Completed
T00039563,P000959,C004620,Philips Table,287.99,1,28.8,46.65,305.84,2024-01-11,IN,Hyderabad,UPI,Completed,In-store,Store Pickup,0,1,305.84,2024-01-11,C004620,IN,Hyderabad,UPI,Completed
T00039564,P000329,C000103,Adidas Helmet,162.81,1,0.0,29.31,192.12,2024-10-28,IN,Chennai,Wallet,Completed,In-store,Store Pickup,0,3,3418.35,2024-10-28,C000103,IN,Chennai,Wallet,Completed
T00039564,P000522,C000103,Yonex Helmet,400.0,1,20.0,68.4,448.4,2024-10-28,IN,Chennai,Wallet,Completed,In-store,Store Pickup,0,3,3418.35,2024-10-28,C000103,IN,Chennai,Wallet,Completed
T00039564,P000825,C000103,LG Headphones,2354.09,1,0.0,423.74,2777.83,2024-10-28,IN,Chennai,Wallet,Completed,In-store,Home Delivery,0,3,3418.35,2024-10-28,C000103,IN,Chennai,Wallet,Completed
T00039565,P000935,C004680,CVSBrand First Aid Kit,154.38,1,3.09,27.23,178.52,2024-10-16,IN,Chennai,Wallet,Completed,In-store,Store Pickup,0,1,178.52,2024-10-16,C004680,IN,Chennai,Wallet,Completed
T00039566,P001061,C001267,Johnson&Johnson Stroller,71.69,1,3.58,8.17,76.28,2024-09-29,UK,Birmingham,Credit Card,Completed,Mobile App,Store Pickup,0,1,76.28,2024-09-29,C001267,UK,Birmingham,Credit Card,Completed
T00039567,P000865,C003191,LG Tablet,3000.0,1,60.0,294.0,3234.0,2024-07-03,US,Los Angeles,Apple Pay,Completed,Online,Home Delivery,0,1,3234.0,2024-07-03,C003191,US,Los Angeles,Apple Pay,Completed
T00039568,P000195,C001225,Gucci Jacket,287.55,1,14.38,32.78,305.95,2024-09-27,UK,Manchester,PayPal,Completed,Online,Store Pickup,0,1,305.95,2024-09-27,C001225,UK,Manchester,PayPal,Completed
T00039569,P000919,C004757,Uniqlo Watch,137.49,2,13.75,31.35,292.58,2024-05-11,EU,Amsterdam,PayPal,Completed,Online,Home Delivery,0,2,593.56,2024-05-11,C004757,EU,Amsterdam,PayPal,Completed
T00039569,P001074,C004757,GE Refrigerator,268.73,1,0.0,32.25,300.98,2024-05-11,EU,Amsterdam,PayPal,Completed,Online,Store Pickup,0,2,593.56,2024-05-11,C004757,EU,Amsterdam,PayPal,Completed
T00039570,P000887,C003347,Whirlpool Microwave,1156.68,1,0.0,138.8,1295.48,2024-07-20,UK,Birmingham,PayPal,Completed,Online,Store Pickup,0,2,1519.48,2024-07-20,C003347,UK,Birmingham,PayPal,Completed
T00039570,P000867,C003347,Johnson&Johnson Baby Bottle,200.0,1,0.0,24.0,224.0,2024-07-20,UK,Birmingham,PayPal,Completed,Online,Home Delivery,0,2,1519.48,2024-07-20,C003347,UK,Birmingham,PayPal,Completed
T00039571,P000302,C000570,Samsung Phone,1174.17,1,23.48,138.08,1288.77,2024-02-16,EU,Paris,Credit Card,Completed,Online,Store Pickup,0,2,1497.08,2024-02-16,C000570,EU,Paris,Credit Card,Completed
T00039571,P000191,C000570,Nike Yoga Mat,189.79,1,3.8,22.32,208.31,2024-02-16,EU,Paris,Credit Card,Completed,Online,Home Delivery,0,2,1497.08,2024-02-16,C000570,EU,Paris,Credit Card,Completed
T00039572,P000617,C004358,Nike Jacket,138.8,1,13.88,22.49,147.41,2024-11-08,IN,Bengaluru,Wallet,Completed,Online,Home Delivery,0,2,194.82,2024-11-08,C004358,IN,Bengaluru,Wallet,Completed
T00039572,P000228,C004358,NaturesBest Chocolate,40.18,1,0.0,7.23,47.41,2024-11-08,IN,Bengaluru,Wallet,Completed,Online,Home Delivery,0,2,194.82,2024-11-08,C004358,IN,Bengaluru,Wallet,Completed
T00039573,P001009,C004698,KrogerBrand Chocolate,19.19,1,0.0,1.92,21.11,2024-03-21,US,New York,Apple Pay,Completed,Mobile App,Store Pickup,0,2,44.41,2024-03-21,C004698,US,New York,Apple Pay,Completed
T00039573,P000040,C004698,NaturesBest Milk,21.18,1,0.0,2.12,23.3,2024-03-21,US,New York,Apple Pay,Completed,Mobile App,Store Pickup,0,2,44.41,2024-03-21,C004698,US,New York,Apple Pay,Completed
T00039574,P000440,C003721,Bose Phone,3000.0,1,60.0,352.8,3292.8,2024-12-27,EU,Paris,Credit Card,Completed,In-store,Store Pickup,0,3,3819.2,2024-12-27,C003721,EU,Paris,Credit Card,Completed
T00039574,P000056,C003721,Nike Bag,300.0,1,6.0,35.28,329.28,2024-12-27,EU,Paris,Credit Card,Completed,In-store,Store Pickup,0,3,3819.2,2024-12-27,C003721,EU,Paris,Credit Card,Completed
T00039574,P000751,C003721,Purina Leash,200.0,1,24.0,21.12,197.12,2024-12-27,EU,Paris,Credit Card,Completed,In-store,Home Delivery,0,3,3819.2,2024-12-27,C003721,EU,Paris,Credit Card,Completed
T00039575,P000962,C002864,Samsung Washing Machine,2500.0,1,125.0,427.5,2802.5,2024-07-22,AU,Brisbane,Credit Card,Completed,Online,Store Pickup,0,3,5430.97,2024-07-22,C002864,AU,Brisbane,Credit Card,Completed
T00039575,P000165,C002864,HP Tablet,344.76,1,17.24,58.95,386.47,2024-07-22,AU,Brisbane,Credit Card,Completed,Online,Store Pickup,0,3,5430.97,2024-07-22,C002864,AU,Brisbane,Credit Card,Completed
T00039575,P000347,C002864,West Elm Bookshelf,2000.0,1,100.0,342.0,2242.0,2024-07-22,AU,Brisbane,Credit Card,Completed,Online,Home Delivery,0,3,5430.97,2024-07-22,C002864,AU,Brisbane,Credit Card,Completed
T00039576,P000657,C001561,Dell Phone,2136.88,1,0.0,384.64,2521.52,2024-07-24,IN,Mumbai,UPI,Completed,In-store,Store Pickup,0,2,4714.93,2024-07-24,C001561,IN,Mumbai,UPI,Completed
T00039576,P000462,C001561,IKEA Chair,1858.82,1,0.0,334.59,2193.41,2024-07-24,IN,Mumbai,UPI,Completed,In-store,Store Pickup,0,2,4714.93,2024-07-24,C001561,IN,Mumbai,UPI,Completed
T00039577,P000571,C000466,Levi's Bag,300.0,2,12.0,70.56,658.56,2024-03-18,UK,London,Debit Card,Completed,Online,Store Pickup,0,1,658.56,2024-03-18,C000466,UK,London,Debit Card,Completed
T00039578,P000686,C000413,HP Monitor,3000.0,1,0.0,540.0,3540.0,2024-08-02,AU,Brisbane,PayPal,Completed,Online,Store Pickup,0,1,3540.0,2024-08-02,C000413,AU,Brisbane,PayPal,Completed
T00039579,P000751,C001841,Purina Leash,200.0,1,14.0,18.6,204.6,2024-02-14,US,New York,Credit Card,Completed,In-store,Home Delivery,0,1,204.6,2024-02-14,C001841,US,New York,Credit Card,Completed
T00039580,P000494,C001617,Sony Speaker,1328.24,1,26.56,130.17,1431.85,2024-11-03,US,San Francisco,Credit Card,Completed,Online,Home Delivery,0,1,1431.85,2024-11-03,C001617,US,San Francisco,Credit Card,Completed
T00039581,P000641,C002081,GE Refrigerator,672.98,1,0.0,121.14,794.12,2024-06-29,IN,Hyderabad,Wallet,Refunded,In-store,Home Delivery,1,1,794.12,2024-06-29,C002081,IN,Hyderabad,Wallet,Refunded
T00039582,P000628,C000857,Lenovo Camera,1344.52,1,26.89,158.12,1475.75,2024-02-28,UK,Manchester,Credit Card,Completed,Mobile App,Store Pickup,0,2,1622.85,2024-02-28,C000857,UK,Manchester,Credit Card,Completed
T00039582,P000464,C000857,Under Armour Sunglasses,134.02,1,2.68,15.76,147.1,2024-02-28,UK,Manchester,Credit Card,Completed,Mobile App,Home Delivery,0,2,1622.85,2024-02-28,C000857,UK,Manchester,Credit Card,Completed
T00039583,P000624,C001152,Nike Dress,79.2,1,1.58,13.97,91.59,2024-03-25,IN,Hyderabad,Debit Card,Completed,Online,Home Delivery,0,2,159.69,2024-03-25,C001152,IN,Hyderabad,Debit Card,Completed
T00039583,P000161,C001152,Dove Mascara,58.89,1,1.18,10.39,68.1,2024-03-25,IN,Hyderabad,Debit Card,Completed,Online,Store Pickup,0,2,159.69,2024-03-25,C001152,IN,Hyderabad,Debit Card,Completed
T00039584,P001067,C001964,Nike Bag,300.0,1,6.0,29.4,323.4,2024-05-01,US,New York,PayPal,Completed,Mobile App,Store Pickup,0,1,323.4,2024-05-01,C001964,US,New York,PayPal,Completed
T00039585,P000619,C001023,Maybelline Mascara,200.0,1,0.0,36.0,236.0,2024-04-03,AU,Sydney,Credit Card,Completed,Mobile App,Home Delivery,0,2,293.36,2024-04-03,C001023,AU,Sydney,Credit Card,Completed
T00039585,P000753,C001023,Pilot Stapler,48.61,1,0.0,8.75,57.36,2024-04-03,AU,Sydney,Credit Card,Completed,Mobile App,Home Delivery,0,2,293.36,2024-04-03,C001023,AU,Sydney,Credit Card,Completed
T00039586,P000966,C001475,WholeFoods Snack Pack,26.91,1,0.54,3.16,29.53,2024-11-04,EU,Amsterdam,Credit Card,Completed,Online,Home Delivery,0,1,29.53,2024-11-04,C001475,EU,Amsterdam,Credit Card,Completed
T00039587,P000277,C000028,Adidas Shirt,148.99,1,7.45,25.48,167.02,2024-07-20,AU,Brisbane,Debit Card,Completed,In-store,Store Pickup,0,1,167.02,2024-07-20,C000028,AU,Brisbane,Debit Card,Completed
T00039588,P001031,C001286,WalgreensBrand Pain Relief,126.86,1,6.34,21.69,142.21,2024-12-15,AU,Brisbane,Debit Card,Completed,In-store,Home Delivery,0,1,142.21,2024-12-15,C001286,AU,Brisbane,Debit Card,Completed
T00039589,P000957,C003506,Mattel LEGO Set,64.31,1,1.29,7.56,70.58,2024-07-05,UK,Manchester,PayPal,Completed,Online,Home Delivery,0,1,70.58,2024-07-05,C003506,UK,Manchester,PayPal,Completed
T00039590,P000487,C001946,Gucci Shirt,13.43,2,0.0,3.22,30.08,2024-04-09,EU,Berlin,Credit Card,Completed,In-store,Store Pickup,0,1,30.08,2024-04-09,C001946,EU,Berlin,Credit Card,Completed
T00039591,P000397,C002177,Bose Camera,1726.4,1,86.32,196.81,1836.89,2024-03-27,UK,London,PayPal,Completed,Online,Store Pickup,0,1,1836.89,2024-03-27,C002177,UK,London,PayPal,Completed
T00039592,P001014,C004559,Lego Action Figure,97.48,1,0.0,11.7,109.18,2024-11-22,UK,Birmingham,Credit Card,Completed,Online,Store Pickup,0,1,109.18,2024-11-22,C004559,UK,Birmingham,Credit Card,Completed
T00039593,P000346,C001442,Dove Mascara,120.89,1,2.42,14.22,132.69,2024-07-08,UK,Birmingham,Debit Card,Completed,Online,Store Pickup,0,1,132.69,2024-07-08,C001442,UK,Birmingham,Debit Card,Completed
T00039594,P001192,C001372,KrogerBrand Chocolate,16.16,1,0.0,1.94,18.1,2024-08-05,UK,Manchester,Debit Card,Completed,Online,Store Pickup,0,2,230.9,2024-08-05,C001372,UK,Manchester,Debit Card,Completed
T00039594,P001013,C001372,Johnson&Johnson Bandages,200.0,1,10.0,22.8,212.8,2024-08-05,UK,Manchester,Debit Card,Completed,Online,Home Delivery,0,2,230.9,2024-08-05,C001372,UK,Manchester,Debit Card,Completed
T00039595,P000354,C001795,Prada Shirt,157.39,1,7.87,17.94,167.46,2024-01-06,UK,London,PayPal,Completed,Online,Home Delivery,0,1,167.46,2024-01-06,C001795,UK,London,PayPal,Completed
T00039596,P000102,C000156,TraderJoes Chocolate,50.0,1,0.0,9.0,59.0,2024-05-02,IN,Hyderabad,Wallet,Completed,Mobile App,Home Delivery,0,2,71.04,2024-05-02,C000156,IN,Hyderabad,Wallet,Completed
T00039596,P000801,C000156,NaturesBest Cheese,10.2,1,0.0,1.84,12.04,2024-05-02,IN,Hyderabad,Wallet,Completed,Mobile App,Home Delivery,0,2,71.04,2024-05-02,C000156,IN,Hyderabad,Wallet,Completed
T00039597,P000293,C000221,Zara Dress,84.82,1,0.0,15.27,100.09,2024-04-28,AU,Sydney,PayPal,Completed,Online,Store Pickup,0,1,100.09,2024-04-28,C000221,AU,Sydney,PayPal,Completed
T00039598,P000450,C003451,Apple Speaker,2353.27,1,0.0,235.33,2588.6,2024-09-23,US,Chicago,Debit Card,Completed,In-store,Store Pickup,0,1,2588.6,2024-09-23,C003451,US,Chicago,Debit Card,Completed
T00039599,P001096,C004960,Adidas Watch,123.21,1,6.16,14.05,131.1,2024-02-10,UK,Birmingham,PayPal,Completed,In-store,Home Delivery,0,2,501.11,2024-02-10,C004960,UK,Birmingham,PayPal,Completed
T00039599,P000177,C004960,Decathlon Tennis Racket,173.88,2,17.39,39.64,370.01,2024-02-10,UK,Birmingham,PayPal,Completed,In-store,Home Delivery,0,2,501.11,2024-02-10,C004960,UK,Birmingham,PayPal,Completed
T00039600,P001102,C004016,WholeFoods Juice,36.6,1,0.73,3.59,39.46,2024-07-05,US,Los Angeles,Apple Pay,Completed,In-store,Home Delivery,0,1,39.46,2024-07-05,C004016,US,Los Angeles,Apple Pay,Completed
T00039601,P000792,C003007,Gucci Shoes,95.28,1,0.0,17.15,112.43,2024-07-23,AU,Sydney,Credit Card,Completed,In-store,Home Delivery,0,2,1268.31,2024-07-23,C003007,AU,Sydney,Credit Card,Completed
T00039601,P000955,C003007,Philips Laptop,979.56,1,0.0,176.32,1155.88,2024-07-23,AU,Sydney,Credit Card,Completed,In-store,Home Delivery,0,2,1268.31,2024-07-23,C003007,AU,Sydney,Credit Card,Completed
T00039602,P000653,C002299,NaturesBest Cheese,33.95,6,10.19,34.83,228.34,2024-04-07,AU,Brisbane,Credit Card,Completed,In-store,Store Pickup,0,2,301.83,2024-04-07,C002299,AU,Brisbane,Credit Card,Completed
T00039602,P000706,C002299,KrogerBrand Juice,20.76,3,0.0,11.21,73.49,2024-04-07,AU,Brisbane,Credit Card,Completed,In-store,Home Delivery,0,2,301.83,2024-04-07,C002299,AU,Brisbane,Credit Card,Completed
T00039603,P000182,C001235,CVSBrand Protein Powder,40.0,1,2.8,3.72,40.92,2024-01-16,US,San Francisco,Credit Card,Completed,Mobile App,Store Pickup,0,1,40.92,2024-01-16,C001235,US,San Francisco,Credit Card,Completed
T00039604,P000480,C004513,Zara Shoes,165.42,1,0.0,19.85,185.27,2024-07-17,EU,Madrid,Credit Card,Completed,Online,Home Delivery,0,1,185.27,2024-07-17,C004513,EU,Madrid,Credit Card,Completed
