product_id,product_name,product_unit_price,product_category,product_description,product_image,brand_name,sku,barcode,launch_date,is_active
P000926,Uniqlo Bag,140.93,Fashion,Fly system board environment task near trouble own.,https://cdn-icons-png.flaticon.com/512/836/836600.png,Uniqlo,SKU-000926,947663292142,2023-05-02,False
P000927,West Elm Wardrobe,1542.81,Furniture,Try agree group statement daughter radio minute skin.,https://picsum.photos/400/400,West Elm,SKU-000927,123645108896,2022-03-19,True
P000928,Lego Doll,100.29,Toys & Games,Beat board senior rate million believe light your force operation expert.,https://picsum.photos/400/400,Lego,SKU-000928,530390282368,2022-12-19,True
P000929,Johnson&Johnson Baby Monitor,145.85,Baby,Bring operation method region hair hold.,https://picsum.photos/400/400,Johnson&Johnson,SKU-000929,859558158506,2022-12-04,True
P000930,Zara Shoes,216.07,Fashion,Surface rich city total send dark bring end language science ago develop.,https://cdn-icons-png.flaticon.com/512/836/836600.png,Zara,SKU-000930,419728325446,2022-11-29,True
P000931,Whirlpool Coffee Maker,979.22,Appliances,Player small official subject agency improve despite modern would thing civil her.,https://picsum.photos/400/400,Whirlpool,SKU-000931,985676006799,2023-01-30,True
P000932,Johnson&Johnson Baby Bottle,115.96,Baby,Challenge wife fish coach west religious trip see brother member feeling nearly moment.,https://picsum.photos/400/400,Johnson&Johnson,SKU-000932,413925500297,2022-07-05,True
P000933,Hamilton Beach Blender,304.38,Home & Kitchen,Machine group kind not west name serious magazine real mother receive modern conference.,https://images.unsplash.com/photo-1505691938895-1758d7feb511,Hamilton Beach,SKU-000933,586604289415,2022-06-25,True
P000934,Pilot Marker,46.27,Office Supplies,Through dog artist plant president structure close gun during business thought.,https://picsum.photos/400/400,Pilot,SKU-000934,524770581546,2022-04-05,True
P000935,CVSBrand First Aid Kit,154.38,Health,Tell charge huge occur few guy size program.,https://picsum.photos/400/400,CVSBrand,SKU-000935,227721437702,2022-06-24,True
P000936,CVSBrand Bandages,102.08,Health,Between she experience recognize least he year any boy politics tell.,https://picsum.photos/400/400,CVSBrand,SKU-000936,548966259296,2023-01-19,True
P000937,Lego Doll,37.21,Toys & Games,Much just important another much war thank conference attention energy reveal like agree.,https://picsum.photos/400/400,Lego,SKU-000937,983174273131,2023-12-24,True
P000938,HP Speaker,417.15,Electronics,Hair term well arrive child fear Congress week student those.,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5,HP,SKU-000938,241494059304,2023-12-02,True
P000939,West Elm Bookshelf,908.73,Furniture,Me pressure authority look answer deal.,https://picsum.photos/400/400,West Elm,SKU-000939,766332199818,2023-05-28,True
P000940,Lego Action Figure,199.35,Toys & Games,Unit happy child item short year play.,https://picsum.photos/400/400,Lego,SKU-000940,482424833199,2021-12-29,True
P000941,Philips Speaker,549.17,Electronics,Nearly avoid somebody reality responsibility economy.,https://images.unsplash.com/photo-1512499617640-c2f999098c01,Philips,SKU-000941,945491803037,2023-10-30,True
P000942,Adidas Running Shoes,166.44,Sports,Apply window stay late guy star side brother amount among but actually billion.,https://images.unsplash.com/photo-1517649763962-0c623066013b,Adidas,SKU-000942,835510850218,2021-11-06,False
P000943,Lego Action Figure,200.0,Toys & Games,Forward physical debate scientist above and move through sense near soldier light.,https://picsum.photos/400/400,Lego,SKU-000943,812222652720,2023-09-06,True
P000944,Bose Camera,1489.61,Electronics,Also southern tough option practice wish few early.,https://cdn-icons-png.flaticon.com/512/4202/4202836.png,Bose,SKU-000944,373871586198,2023-08-16,True
P000945,CVSBrand First Aid Kit,16.84,Health,Brother administration buy paper assume but organization plan religious tree leave special.,https://picsum.photos/400/400,CVSBrand,SKU-000945,446112163006,2023-01-22,True
P000946,Samsung Toaster,2312.36,Appliances,Artist air contain everyone shoulder pass prevent analysis TV.,https://picsum.photos/400/400,Samsung,SKU-000946,775154478763,2021-09-01,True
P000947,IKEA Desk,1617.15,Furniture,Large company western safe pressure simply nearly.,https://picsum.photos/400/400,IKEA,SKU-000947,839636568552,2021-11-09,True
P000948,Random House Comic Book,50.0,Books,Choice later message detail many daughter hold.,https://picsum.photos/400/400,Random House,SKU-000948,222681658403,2022-10-17,True
P000949,CVSBrand First Aid Kit,200.0,Health,Writer interesting few for over call name between near forward experience shake walk.,https://picsum.photos/400/400,CVSBrand,SKU-000949,981967328691,2022-05-18,True
P000950,Nike Shoes,300.0,Fashion,Away all near their near business who need hand card food.,https://cdn-icons-png.flaticon.com/512/836/836600.png,Nike,SKU-000950,942400551773,2021-10-23,True
P000951,Johnson&Johnson Protein Powder,18.35,Health,General dog suggest suddenly action method quality.,https://picsum.photos/400/400,Johnson&Johnson,SKU-000951,212616601876,2022-11-12,True
P000952,Lenovo Camera,3000.0,Electronics,Floor hundred past local yes lead usually.,https://images.unsplash.com/photo-1517336714731-489689fd1ca8,Lenovo,SKU-000952,794636261181,2022-07-31,True
P000953,WalgreensBrand Bandages,198.08,Health,Develop crime attention decide hard fear.,https://picsum.photos/400/400,WalgreensBrand,SKU-000953,544035556059,2022-09-24,True
P000954,Hamilton Beach Lamp,166.67,Home & Kitchen,Lay sure travel year each improve what.,https://cdn-icons-png.flaticon.com/512/2972/2972165.png,Hamilton Beach,SKU-000954,892372490672,2022-01-18,True
P000955,Philips Laptop,979.56,Electronics,Design everybody large him fly family letter.,https://cdn-icons-png.flaticon.com/512/4436/4436481.png,Philips,SKU-000955,685519029940,2022-01-12,True
P000956,Instant Pot Knife Set,600.0,Home & Kitchen,Herself much me certainly provide vote chance make Republican street threat.,https://images.unsplash.com/photo-1606813909028-63e1d6c1f2e4,Instant Pot,SKU-000956,724495186828,2022-09-29,True
P000957,Mattel LEGO Set,64.31,Toys & Games,Both available too trip water do car address actually physical seem.,https://picsum.photos/400/400,Mattel,SKU-000957,623920247882,2022-03-17,True
P000958,Random House Cookbook,50.0,Books,Begin happy fill build me pick camera.,https://picsum.photos/400/400,Random House,SKU-000958,938045088942,2022-11-30,True
P000959,Philips Table,287.99,Home & Kitchen,Price east gas past time key.,https://images.unsplash.com/photo-1598300054675-87cbbd41bb7b,Philips,SKU-000959,207019977284,2023-11-23,True
P000960,Pampers Pacifier,48.74,Baby,Beat entire modern painting writer agent real man in Mr control suggest.,https://picsum.photos/400/400,Pampers,SKU-000960,498773931400,2023-06-01,True
P000961,HP Camera,2023.54,Electronics,Across whole wish space accept term deal must song picture follow everything including.,https://cdn-icons-png.flaticon.com/512/4202/4202836.png,HP,SKU-000961,173353536068,2022-05-31,True
P000962,Samsung Washing Machine,2500.0,Appliances,Attack much dream window official face they under many.,https://picsum.photos/400/400,Samsung,SKU-000962,421176035688,2023-02-03,True
P000963,Nike Jacket,41.84,Fashion,Group baby design newspaper turn hold not chair.,https://cdn-icons-png.flaticon.com/512/836/836600.png,Nike,SKU-000963,395965193336,2022-07-20,True
P000964,Husqvarna Hose,28.25,Garden,Cell century anyone image letter treatment mother guess mention house continue if threat.,https://picsum.photos/400/400,Husqvarna,SKU-000964,246676423791,2021-11-04,True
P000965,WholeFoods Milk,12.12,Groceries,Behavior it trouble people team church course.,https://images.unsplash.com/photo-1572441710523-4cfa1a2b48b4,WholeFoods,SKU-000965,288752494061,2022-06-19,True
P000966,WholeFoods Snack Pack,26.91,Groceries,Tell buy fish message help chance my person Mr offer among.,https://images.unsplash.com/photo-1567306226416-28f0efdc88ce,WholeFoods,SKU-000966,980883346131,2022-05-21,True
P000967,Adidas Yoga Mat,73.07,Sports,Quality yourself media behavior about administration her own.,https://images.unsplash.com/photo-1599058917504-b3d2ef26738f,Adidas,SKU-000967,408424461007,2021-08-13,True
P000968,TheNorthFace Tent,90.18,Outdoor,Resource enough able somebody like performance.,https://picsum.photos/400/400,TheNorthFace,SKU-000968,302088966172,2022-08-08,True
P000969,Johnson&Johnson Vitamins,50.14,Health,Arm treatment else drop spend door still middle well.,https://picsum.photos/400/400,Johnson&Johnson,SKU-000969,941976538949,2021-10-05,True
P000970,Adidas Football,65.29,Sports,Western develop early peace return in group beautiful then pay.,https://images.unsplash.com/photo-1599058917212-d750089bc07a,Adidas,SKU-000970,754519558077,2023-03-07,True
P000971,Panasonic Monitor,673.58,Electronics,Staff pressure worker through pick administration follow expect.,https://cdn-icons-png.flaticon.com/512/4436/4436481.png,Panasonic,SKU-000971,732906218113,2021-11-23,True
P000972,TraderJoes Snack Pack,6.91,Groceries,Concern laugh team let his series none she series article.,https://images.unsplash.com/photo-1567306226416-28f0efdc88ce,TraderJoes,SKU-000972,259437342578,2023-09-23,True
P000973,Lenovo Monitor,1398.38,Electronics,Career executive include food hope building and any enjoy yourself somebody conference.,https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f,Lenovo,SKU-000973,774499335114,2023-10-05,True
P000974,Gucci Sunglasses,182.88,Fashion,Civil government find day news probably site really require everybody receive.,https://images.unsplash.com/photo-1521335629791-ce4aec67dd47,Gucci,SKU-000974,685615925702,2022-09-16,True
P000975,GE Microwave,2500.0,Appliances,Carry good Republican clearly popular every financial and travel throughout so measure.,https://picsum.photos/400/400,GE,SKU-000975,302375300253,2023-10-01,True
P000976,Philips Headphones,761.54,Electronics,Military low sign we help issue.,https://images.unsplash.com/photo-1505740420928-5e560c06d30e,Philips,SKU-000976,317863124305,2021-08-25,True
P000977,GenericBrandA Gift Card,100.39,Misc,Sure door spend someone street word example finish foot prove assume finish various.,https://cdn-icons-png.flaticon.com/512/679/679922.png,GenericBrandA,SKU-000977,486764219107,2021-10-06,True
P000978,Whirlpool Refrigerator,1140.66,Appliances,Note however either my allow lose soldier and fly.,https://picsum.photos/400/400,Whirlpool,SKU-000978,919490554348,2022-09-10,True
P000979,WholeFoods Cheese,42.82,Groceries,Individual game will mother take maybe term stand own PM especially condition.,https://cdn-icons-png.flaticon.com/512/1046/1046787.png,WholeFoods,SKU-000979,791883159194,2023-07-03,True
P000980,Johnson&Johnson Baby Monitor,16.15,Baby,Personal indeed finally do evening audience star apply gun.,https://picsum.photos/400/400,Johnson&Johnson,SKU-000980,512399330456,2022-03-30,True
P000981,Pampers Pacifier,48.92,Baby,Tough ten never person end build different happy.,https://picsum.photos/400/400,Pampers,SKU-000981,327161668884,2022-04-11,True
P000982,L'Oreal Perfume,91.45,Beauty,Now various experience attorney box sit pay political name site buy product.,https://picsum.photos/400/400,L'Oreal,SKU-000982,893776479312,2021-07-19,True
P000983,TheNorthFace Jacket,400.0,Outdoor,Admit eye organization market until somebody.,https://picsum.photos/400/400,TheNorthFace,SKU-000983,520715154360,2022-07-29,True
P000984,Pampers Baby Bottle,113.03,Baby,Term much fire east book sell look interest too ask project fear protect.,https://picsum.photos/400/400,Pampers,SKU-000984,231551355168,2022-04-13,True
P000985,Adidas Basketball,74.53,Sports,Feeling there name purpose none toward feel message during town.,https://images.unsplash.com/photo-1517649763962-0c623066013b,Adidas,SKU-000985,366749909939,2022-08-03,True
P000986,Gucci Jacket,300.0,Fashion,Significant six beat myself wife note within side reach building community.,https://cdn-icons-png.flaticon.com/512/3456/3456426.png,Gucci,SKU-000986,529430969593,2022-10-31,True
P000987,Tiffany Necklace,283.68,Jewelry,Method debate soon compare old and.,https://picsum.photos/400/400,Tiffany,SKU-000987,389374102693,2022-05-21,True
P000988,Samsung Monitor,2350.47,Electronics,Yeah state significant each piece employee education day past American father detail just.,https://images.unsplash.com/photo-1505740420928-5e560c06d30e,Samsung,SKU-000988,985325021595,2021-07-26,True
P000989,Philips Phone,597.84,Electronics,A sell range world laugh current seek director possible fact sense arrive.,https://cdn-icons-png.flaticon.com/512/1046/1046784.png,Philips,SKU-000989,688650328920,2022-01-29,True
P000990,Hamilton Beach Table,600.0,Home & Kitchen,Movement pay song that stop difficult eat deal.,https://cdn-icons-png.flaticon.com/512/1046/1046857.png,Hamilton Beach,SKU-000990,595688016219,2022-06-13,True
P000991,Johnson&Johnson Diapers,148.0,Baby,Off computer offer central send catch.,https://picsum.photos/400/400,Johnson&Johnson,SKU-000991,217997954683,2022-11-25,True
P000992,IKEA Table,544.11,Home & Kitchen,Participant radio door lay source marriage doctor skill throw.,https://images.unsplash.com/photo-1505691938895-1758d7feb511,IKEA,SKU-000992,808791009271,2023-04-03,True
P000993,Instant Pot Table,600.0,Home & Kitchen,Note benefit seven full light answer issue share talk.,https://images.unsplash.com/photo-1606813909028-63e1d6c1f2e4,Instant Pot,SKU-000993,639965152153,2023-03-24,True
P000994,Bose Phone,458.99,Electronics,College hot response seven him body film kitchen middle serious heavy international.,https://cdn-icons-png.flaticon.com/512/4202/4202836.png,Bose,SKU-000994,447632256900,2021-12-12,True
P000995,Dove Perfume,14.45,Beauty,Culture green growth nation change truth.,https://picsum.photos/400/400,Dove,SKU-000995,566163408685,2023-12-31,True
P000996,Pandora Ring,1041.65,Jewelry,Idea sing responsibility future officer color popular.,https://picsum.photos/400/400,Pandora,SKU-000996,694162198151,2023-09-25,True
P000997,GenericBrandB Gift Card,63.35,Misc,Piece wish eat often purpose edge decade sit individual attack dinner activity clearly.,https://cdn-icons-png.flaticon.com/512/679/679922.png,GenericBrandB,SKU-000997,108676478413,2023-11-15,True
P000998,Panasonic Monitor,3000.0,Electronics,Same certain truth rich peace enjoy.,https://images.unsplash.com/photo-1512499617640-c2f999098c01,Panasonic,SKU-000998,476315672884,2023-01-08,True
P000999,TraderJoes Milk,34.56,Groceries,Mean score few medical contain throw give me serve success.,https://cdn-icons-png.flaticon.com/512/590/590836.png,TraderJoes,SKU-000999,760417157348,2021-10-01,True
P001000,Uniqlo Jacket,274.88,Fashion,Place training bring a would best together right.,https://images.unsplash.com/photo-1503341455253-b2e723bb3dbb,Uniqlo,SKU-001000,740279166474,2023-07-10,True
P001001,WalgreensBrand Protein Powder,47.95,Health,Agency account military send partner try article building near.,https://picsum.photos/400/400,WalgreensBrand,SKU-001001,733091143410,2022-07-05,True
P001002,Pampers Stroller,170.44,Baby,Like that development size finally power human attack make.,https://picsum.photos/400/400,Pampers,SKU-001002,150496262047,2022-12-15,True
P001003,NaturesBest Juice,9.63,Groceries,From total drug service central long suffer product town name agent body bar.,https://images.unsplash.com/photo-1510626176961-4b37d0f0b7c8,NaturesBest,SKU-001003,883697046395,2022-03-29,True
P001004,WholeFoods Milk,12.96,Groceries,Six leader care else employee amount reflect.,https://images.unsplash.com/photo-1510626176961-4b37d0f0b7c8,WholeFoods,SKU-001004,357413614943,2021-10-27,True
P001005,KrogerBrand Snack Pack,50.0,Groceries,Model gas very after give key audience these area them.,https://cdn-icons-png.flaticon.com/512/1046/1046787.png,KrogerBrand,SKU-001005,812663523211,2023-08-02,True
P001006,Adidas Bag,300.0,Fashion,North arrive cell difficult space dinner north expert moment sea.,https://cdn-icons-png.flaticon.com/512/3456/3456426.png,Adidas,SKU-001006,693071674644,2022-07-12,True
P001007,Pampers Pacifier,200.0,Baby,Doctor across reveal suggest marriage increase difference.,https://picsum.photos/400/400,Pampers,SKU-001007,371755078649,2022-03-21,True
P001008,Puma Football,182.78,Sports,Network ground involve make nation boy require turn prepare information adult.,https://images.unsplash.com/photo-1517649763962-0c623066013b,Puma,SKU-001008,869925267321,2023-04-04,True
P001009,KrogerBrand Chocolate,19.19,Groceries,Police wish report crime safe interview evening.,https://images.unsplash.com/photo-1567306226416-28f0efdc88ce,KrogerBrand,SKU-001009,340392816323,2022-07-17,True
P001010,HP Camera,1039.81,Electronics,Institution paper product leg will picture old.,https://images.unsplash.com/photo-1517336714731-489689fd1ca8,HP,SKU-001010,479663489530,2022-07-10,True
P001011,Lenovo Tablet,1033.58,Electronics,Picture event weight success about such scene article mouth everything whatever industry.,https://images.unsplash.com/photo-1505740420928-5e560c06d30e,Lenovo,SKU-001011,415820502770,2023-11-18,True
P001012,Nivea Cream,41.81,Beauty,Side exist travel least hope success bank.,https://picsum.photos/400/400,Nivea,SKU-001012,273617419647,2022-07-11,True
P001013,Johnson&Johnson Bandages,200.0,Health,As hair affect conference see image play thus yeah.,https://picsum.photos/400/400,Johnson&Johnson,SKU-001013,271955132609,2022-03-10,True
P001014,Lego Action Figure,97.48,Toys & Games,Space figure game sometimes baby network eat.,https://picsum.photos/400/400,Lego,SKU-001014,911585954907,2023-07-30,True
P001015,GenericBrandA Gift Card,250.0,Misc,Relate food also break dark wide keep from way speak whole program.,https://cdn-icons-png.flaticon.com/512/679/679922.png,GenericBrandA,SKU-001015,136383666324,2023-02-22,True
P001016,Columbia Sleeping Bag,20.0,Outdoor,Once half allow girl deep sell onto item eat song purpose hair cell.,https://picsum.photos/400/400,Columbia,SKU-001016,889354433263,2022-01-07,True
P001017,Lego Board Game,200.0,Toys & Games,Authority treat nothing note speech travel look candidate foreign grow.,https://picsum.photos/400/400,Lego,SKU-001017,637975043463,2022-10-12,True
P001018,Yonex Yoga Mat,31.89,Sports,Glass center economic treat discuss question war close.,https://images.unsplash.com/photo-1517649763962-0c623066013b,Yonex,SKU-001018,333676860965,2021-09-30,True
P001019,Samsung Toaster,2114.26,Appliances,Walk grow clear high form memory never.,https://picsum.photos/400/400,Samsung,SKU-001019,821252799467,2022-04-09,True
P001020,GE Refrigerator,2500.0,Appliances,Day appear shoulder new walk mention fire.,https://picsum.photos/400/400,GE,SKU-001020,353597413776,2023-11-19,True
P001021,Pampers Pacifier,200.0,Baby,Reduce process protect material head series view ability body give growth purpose tough.,https://picsum.photos/400/400,Pampers,SKU-001021,988540002525,2022-11-18,True
P001022,BIC Pen,70.37,Office Supplies,Their specific five drop country wall price individual require part body bank last.,https://picsum.photos/400/400,BIC,SKU-001022,932119860529,2021-08-12,True
P001023,Staples Notebook,12.17,Office Supplies,Level land cell air image say everything product look yes central.,https://picsum.photos/400/400,Staples,SKU-001023,374016402553,2021-07-26,True
P001024,Sony Camera,691.03,Electronics,Happen turn few professor population service government seat school get activity law one.,https://cdn-icons-png.flaticon.com/512/1046/1046784.png,Sony,SKU-001024,974053053765,2023-08-12,True
P001025,Philips Speaker,1928.26,Electronics,Building miss get into kind several next rock hard represent minute clear.,https://images.unsplash.com/photo-1517336714731-489689fd1ca8,Philips,SKU-001025,780880504892,2022-12-12,True
P001026,Uniqlo Watch,73.56,Fashion,Win meet of soldier adult whatever party staff appear always fund still.,https://images.unsplash.com/photo-1520975918318-5bfb3c1f6a5d,Uniqlo,SKU-001026,287788461172,2022-07-19,False
P001027,Pampers Baby Monitor,43.58,Baby,Him sense these evening case project police yes game seven choice.,https://picsum.photos/400/400,Pampers,SKU-001027,180286843059,2023-12-10,True
P001028,Johnson&Johnson First Aid Kit,200.0,Health,Draw power various news example court red.,https://picsum.photos/400/400,Johnson&Johnson,SKU-001028,846846342490,2023-10-20,False
P001029,WholeFoods Milk,50.0,Groceries,Measure pay few lose program compare show realize economic camera.,https://cdn-icons-png.flaticon.com/512/590/590836.png,WholeFoods,SKU-001029,794384462173,2022-04-18,True
P001030,NaturesBest Cheese,9.51,Groceries,Sense hot show alone involve main election service owner.,https://images.unsplash.com/photo-1510626176961-4b37d0f0b7c8,NaturesBest,SKU-001030,651811095032,2023-09-03,True
P001031,WalgreensBrand Pain Relief,126.86,Health,Stage program resource strong along weight research during case.,https://picsum.photos/400/400,WalgreensBrand,SKU-001031,660837030351,2022-09-24,True
P001032,Bose Monitor,2012.53,Electronics,None always window middle tonight energy hard this.,https://cdn-icons-png.flaticon.com/512/1046/1046784.png,Bose,SKU-001032,304802942161,2022-05-21,True
P001033,Hamilton Beach Table,600.0,Home & Kitchen,Scene local magazine daughter rise instead city professor let enter director win statement.,https://images.unsplash.com/photo-1598300054675-87cbbd41bb7b,Hamilton Beach,SKU-001033,656373074102,2023-01-01,True
P001034,Hamilton Beach Chair,87.76,Home & Kitchen,Around hair ground international box foot or might operation economy see.,https://images.unsplash.com/photo-1505691938895-1758d7feb511,Hamilton Beach,SKU-001034,617559142286,2022-08-17,True
P001035,Levi's Jacket,117.69,Fashion,Generation shoulder window military keep range phone politics.,https://cdn-icons-png.flaticon.com/512/836/836600.png,Levi's,SKU-001035,314809435405,2023-05-20,True
P001036,GenericBrandB Flashlight,82.79,Misc,Personal surface heart wife social training citizen.,https://cdn-icons-png.flaticon.com/512/679/679922.png,GenericBrandB,SKU-001036,869449026140,2023-04-01,True
P001037,Gardena Plant Pot,264.54,Garden,Couple choose store they suddenly although message better crime force only speak.,https://picsum.photos/400/400,Gardena,SKU-001037,551502887279,2023-02-01,True
P001038,IKEA Sofa,349.47,Furniture,Grow again wonder section seek watch admit name present hotel million part.,https://picsum.photos/400/400,IKEA,SKU-001038,111086059268,2021-11-24,True
P001039,IKEA Bed,1172.9,Furniture,Everyone name past color check leave side whatever.,https://picsum.photos/400/400,IKEA,SKU-001039,862377882869,2023-08-27,True
P001040,IKEA Cookware,185.68,Home & Kitchen,Congress white doctor choice choose grow southern us party.,https://images.unsplash.com/photo-1582582420890-bb38a3a36d17,IKEA,SKU-001040,512083332734,2022-09-09,False
P001041,Gucci Jacket,35.77,Fashion,Nation send cup sometimes likely sort.,https://cdn-icons-png.flaticon.com/512/836/836642.png,Gucci,SKU-001041,866150402384,2022-11-03,True
P001042,Panasonic Monitor,906.49,Electronics,Like simple my money also in continue lose face rate within.,https://images.unsplash.com/photo-1512499617640-c2f999098c01,Panasonic,SKU-001042,403124887032,2023-05-23,True
P001043,Gardena Pruner,96.6,Garden,Return arrive door could upon student lay particular I action.,https://picsum.photos/400/400,Gardena,SKU-001043,699483162882,2021-12-17,True
P001044,Ashley Bed,2000.0,Furniture,Action wife nearly reveal economic tax wear.,https://picsum.photos/400/400,Ashley,SKU-001044,330086084778,2023-05-30,True
P001045,Lenovo Camera,816.72,Electronics,Including offer song walk contain worker factor this think well.,https://images.unsplash.com/photo-1505740420928-5e560c06d30e,Lenovo,SKU-001045,528554249085,2021-09-08,True
P001046,NaturesBest Cereal,37.66,Groceries,Most exist job sister security board central idea kid defense.,https://images.unsplash.com/photo-1567306226416-28f0efdc88ce,NaturesBest,SKU-001046,567191110477,2022-12-14,False
P001047,Yonex Helmet,107.95,Sports,Force never space indeed color early sea reveal represent.,https://cdn-icons-png.flaticon.com/512/1046/1046950.png,Yonex,SKU-001047,835984947789,2023-02-15,True
P001048,Philips Lamp,555.56,Home & Kitchen,Debate member heavy nothing such blood not.,https://images.unsplash.com/photo-1606813909028-63e1d6c1f2e4,Philips,SKU-001048,441666243491,2021-09-20,True
P001049,Mattel Doll,200.0,Toys & Games,Forget everyone operation condition again need environment pressure unit first.,https://picsum.photos/400/400,Mattel,SKU-001049,157803988290,2022-07-28,True
P001050,HP Camera,520.84,Electronics,Involve take study kind wish physical industry above drive seven risk affect.,https://images.unsplash.com/photo-1512499617640-c2f999098c01,HP,SKU-001050,213641096777,2022-06-26,True
P001051,Hamilton Beach Cookware,422.88,Home & Kitchen,Create full box read pay drop rather have cost blue sport occur.,https://images.unsplash.com/photo-1505691938895-1758d7feb511,Hamilton Beach,SKU-001051,271997438025,2023-09-22,True
P001052,L'Oreal Lipstick,103.97,Beauty,Owner listen else quality finally hour talk history instead hand young.,https://picsum.photos/400/400,L'Oreal,SKU-001052,816203016373,2022-06-06,True
P001053,NaturesBest Juice,50.0,Groceries,Large draw whatever become piece even nothing visit at.,https://cdn-icons-png.flaticon.com/512/3075/3075977.png,NaturesBest,SKU-001053,315315348466,2022-05-31,True
P001054,3M Tire,31.81,Automotive,Always decide form very like admit national wrong.,https://picsum.photos/400/400,3M,SKU-001054,534676073669,2023-02-21,True
P001055,Nike Sunglasses,300.0,Fashion,Person draw five Democrat bag town necessary raise particularly.,https://cdn-icons-png.flaticon.com/512/836/836642.png,Nike,SKU-001055,998093733926,2022-05-19,True
P001056,Zara Jacket,300.0,Fashion,Environmental put wall eight term until difficult walk wife actually.,https://images.unsplash.com/photo-1520975918318-5bfb3c1f6a5d,Zara,SKU-001056,963010204674,2022-04-21,True
P001057,Uniqlo Jacket,87.6,Fashion,Such fish coach newspaper turn fish hard nature southern determine environment.,https://cdn-icons-png.flaticon.com/512/836/836642.png,Uniqlo,SKU-001057,197223339757,2021-10-20,False
P001058,WholeFoods Cheese,11.36,Groceries,Force thus record class develop thing together future.,https://cdn-icons-png.flaticon.com/512/3075/3075977.png,WholeFoods,SKU-001058,238314583760,2022-01-31,True
P001059,KrogerBrand Juice,16.71,Groceries,Contain common within foot finish after.,https://cdn-icons-png.flaticon.com/512/1046/1046787.png,KrogerBrand,SKU-001059,289428079207,2023-05-18,True
P001060,NaturesBest Chocolate,50.0,Groceries,Provide nearly short side their individual identify stop focus.,https://cdn-icons-png.flaticon.com/512/590/590836.png,NaturesBest,SKU-001060,729368239841,2023-02-14,True
P001061,Johnson&Johnson Stroller,71.69,Baby,President discuss agreement develop determine forward factor wait catch.,https://picsum.photos/400/400,Johnson&Johnson,SKU-001061,661393642740,2022-11-04,True
P001062,Pilot Notebook,35.33,Office Supplies,Ground never set system their quickly my.,https://picsum.photos/400/400,Pilot,SKU-001062,756443892041,2023-07-03,True
P001063,NaturesBest Milk,19.67,Groceries,Lawyer close trip officer fall story best be.,https://cdn-icons-png.flaticon.com/512/3075/3075977.png,NaturesBest,SKU-001063,613893681908,2022-10-19,True
P001064,Maybelline Foundation,99.59,Beauty,Treat continue identify happen feeling produce require.,https://picsum.photos/400/400,Maybelline,SKU-001064,123579772667,2022-07-28,True
P001065,Philips Monitor,417.17,Electronics,Why right color letter officer month.,https://images.unsplash.com/photo-1512499617640-c2f999098c01,Philips,SKU-001065,479065843331,2021-10-11,True
P001066,Adidas Sunglasses,177.93,Fashion,College maybe enough suffer company his.,https://images.unsplash.com/photo-1521335629791-ce4aec67dd47,Adidas,SKU-001066,645694439546,2022-06-20,True
P001067,Nike Bag,300.0,Fashion,After forward buy off behavior again before but process.,https://images.unsplash.com/photo-1503341455253-b2e723bb3dbb,Nike,SKU-001067,979867993029,2023-09-04,True
P001068,KrogerBrand Cheese,3.3,Groceries,Less serious head protect century drive report film level popular wall.,https://images.unsplash.com/photo-1567306226416-28f0efdc88ce,KrogerBrand,SKU-001068,360469219477,2022-08-30,True
P001069,LG Speaker,1574.7,Electronics,Popular middle bit career heart hard line player sing dream top.,https://cdn-icons-png.flaticon.com/512/1046/1046784.png,LG,SKU-001069,696580695629,2022-01-01,True
P001070,TraderJoes Snack Pack,9.86,Groceries,High over people focus stop capital hold control media finish.,https://images.unsplash.com/photo-1510626176961-4b37d0f0b7c8,TraderJoes,SKU-001070,421398861990,2021-10-14,True
P001071,Nike Watch,300.0,Fashion,With of street standard girl deal ahead Democrat second blood agent economic.,https://cdn-icons-png.flaticon.com/512/836/836600.png,Nike,SKU-001071,966324644709,2023-01-21,True
P001072,Sony Camera,3000.0,Electronics,More along real group might religious recent draw Democrat much discover foot.,https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f,Sony,SKU-001072,141857529613,2023-11-02,True
P001073,HP Laptop,3000.0,Electronics,Tv information discuss pressure discover rate his system pay.,https://cdn-icons-png.flaticon.com/512/1046/1046784.png,HP,SKU-001073,238609815946,2023-04-09,True
P001074,GE Refrigerator,268.73,Appliances,Quite might social score parent look.,https://picsum.photos/400/400,GE,SKU-001074,901014814927,2022-01-29,True
P001075,Lenovo Phone,3000.0,Electronics,Suddenly condition trouble field while theory amount there drop work.,https://cdn-icons-png.flaticon.com/512/1046/1046784.png,Lenovo,SKU-001075,390133069535,2021-10-26,True
P001076,Bosch Oil Filter,118.26,Automotive,Feeling compare drop ready view rest education evidence story note such in.,https://picsum.photos/400/400,Bosch,SKU-001076,482707381894,2023-07-12,True
P001077,Lenovo Phone,705.01,Electronics,Sort deep sit others democratic close own area.,https://images.unsplash.com/photo-1505740420928-5e560c06d30e,Lenovo,SKU-001077,595470123552,2023-01-12,True
P001078,Hamilton Beach Chair,600.0,Home & Kitchen,Outside shake source prepare learn this.,https://cdn-icons-png.flaticon.com/512/3515/3515265.png,Hamilton Beach,SKU-001078,731893601000,2022-02-04,True
