date,sku_id,location_id,stock_on_hand,stock_in_transit,reserved_stock
2024-09-24,P0035,L4,204,38,7
2024-09-24,P0036,L1,223,4,1
2024-09-24,P0037,L2,41,0,3
2024-09-24,P0038,L2,83,25,6
2024-09-24,P0039,L1,275,10,4
2024-09-24,P0040,L5,231,2,17
2024-09-24,P0041,L3,91,41,6
2024-09-24,P0042,L4,173,12,0
2024-09-24,P0043,L2,97,16,13
2024-09-24,P0044,L1,24,18,3
2024-09-24,P0045,L5,124,10,7
2024-09-24,P0046,L4,138,40,0
2024-09-24,P0047,L3,273,1,10
2024-09-24,P0048,L4,31,46,16
2024-09-24,P0049,L1,95,18,14
2024-09-25,P0000,L3,221,1,3
2024-09-25,P0001,L2,124,23,6
2024-09-25,P0002,L5,183,10,17
2024-09-25,P0003,L2,173,5,10
2024-09-25,P0004,L4,118,20,13
2024-09-25,P0005,L2,78,0,7
2024-09-25,P0006,L3,51,18,9
2024-09-25,P0007,L5,284,23,6
2024-09-25,P0008,L1,193,27,15
2024-09-25,P0009,L2,74,7,7
2024-09-25,P0010,L5,52,22,19
2024-09-25,P0011,L2,129,18,17
2024-09-25,P0012,L1,92,27,19
2024-09-25,P0013,L3,61,2,12
2024-09-25,P0014,L5,252,31,10
2024-09-25,P0015,L4,216,8,16
2024-09-25,P0016,L4,222,7,10
2024-09-25,P0017,L5,221,10,1
2024-09-25,P0018,L1,223,1,0
2024-09-25,P0019,L5,145,44,9
2024-09-25,P0020,L4,144,32,15
2024-09-25,P0021,L1,190,46,11
2024-09-25,P0022,L5,93,36,5
2024-09-25,P0023,L5,236,48,13
2024-09-25,P0024,L3,29,49,0
2024-09-25,P0025,L5,80,19,9
2024-09-25,P0026,L2,189,9,4
2024-09-25,P0027,L1,102,0,0
2024-09-25,P0028,L1,165,20,8
2024-09-25,P0029,L3,231,0,17
2024-09-25,P0030,L2,62,44,3
2024-09-25,P0031,L5,61,8,15
2024-09-25,P0032,L2,222,45,5
2024-09-25,P0033,L4,53,9,11
2024-09-25,P0034,L3,83,16,5
2024-09-25,P0035,L1,56,8,7
2024-09-25,P0036,L3,254,43,8
2024-09-25,P0037,L1,41,28,16
2024-09-25,P0038,L5,253,16,0
2024-09-25,P0039,L1,267,23,5
2024-09-25,P0040,L3,247,36,2
2024-09-25,P0041,L3,268,43,13
2024-09-25,P0042,L5,124,22,4
2024-09-25,P0043,L2,227,34,12
2024-09-25,P0044,L1,185,8,16
2024-09-25,P0045,L2,98,17,3
2024-09-25,P0046,L2,25,33,9
2024-09-25,P0047,L4,123,0,0
2024-09-25,P0048,L1,41,10,14
2024-09-25,P0049,L3,295,45,1
2024-09-26,P0000,L1,160,1,15
2024-09-26,P0001,L3,119,23,9
2024-09-26,P0002,L3,60,13,8
2024-09-26,P0003,L3,77,5,2
2024-09-26,P0004,L1,153,33,19
2024-09-26,P0005,L1,91,20,16
2024-09-26,P0006,L4,196,35,12
2024-09-26,P0007,L1,235,12,12
2024-09-26,P0008,L4,121,4,1
2024-09-26,P0009,L1,61,46,6
2024-09-26,P0010,L5,58,35,17
2024-09-26,P0011,L2,216,25,19
2024-09-26,P0012,L3,232,49,10
2024-09-26,P0013,L1,104,14,6
2024-09-26,P0014,L3,92,49,6
2024-09-26,P0015,L3,76,10,12
2024-09-26,P0016,L3,229,7,7
2024-09-26,P0017,L2,61,13,8
2024-09-26,P0018,L4,140,0,3
2024-09-26,P0019,L4,174,18,13
2024-09-26,P0020,L1,268,28,6
2024-09-26,P0021,L2,216,12,3
2024-09-26,P0022,L4,81,42,18
2024-09-26,P0023,L5,149,48,7
2024-09-26,P0024,L5,113,21,9
2024-09-26,P0025,L3,169,48,14
2024-09-26,P0026,L5,262,32,18
2024-09-26,P0027,L5,243,2,9
2024-09-26,P0028,L4,22,8,1
2024-09-26,P0029,L5,190,19,4
2024-09-26,P0030,L1,54,33,3
2024-09-26,P0031,L1,133,45,15
2024-09-26,P0032,L1,258,25,6
2024-09-26,P0033,L1,289,34,16
2024-09-26,P0034,L4,136,31,11
2024-09-26,P0035,L3,232,33,17
2024-09-26,P0036,L5,143,11,10
2024-09-26,P0037,L2,47,38,8
2024-09-26,P0038,L4,191,31,11
2024-09-26,P0039,L1,221,26,9
2024-09-26,P0040,L2,64,22,4
2024-09-26,P0041,L2,258,49,11
2024-09-26,P0042,L3,135,24,1
2024-09-26,P0043,L5,156,14,9
2024-09-26,P0044,L4,146,0,12
2024-09-26,P0045,L4,127,21,4
2024-09-26,P0046,L2,221,44,8
2024-09-26,P0047,L1,289,11,0
2024-09-26,P0048,L1,176,48,2
2024-09-26,P0049,L2,218,47,5
2024-09-27,P0000,L1,171,27,1
2024-09-27,P0001,L5,201,48,13
2024-09-27,P0002,L4,226,20,19
2024-09-27,P0003,L4,47,43,6
2024-09-27,P0004,L1,180,0,7
2024-09-27,P0005,L3,94,42,16
2024-09-27,P0006,L3,41,1,6
2024-09-27,P0007,L2,291,49,16
2024-09-27,P0008,L2,78,31,8
2024-09-27,P0009,L2,152,14,7
2024-09-27,P0010,L1,285,2,18
2024-09-27,P0011,L5,298,40,13
2024-09-27,P0012,L5,192,32,18
2024-09-27,P0013,L4,184,1,18
2024-09-27,P0014,L5,264,17,2
2024-09-27,P0015,L4,220,13,9
2024-09-27,P0016,L4,270,12,12
2024-09-27,P0017,L2,294,10,19
2024-09-27,P0018,L3,59,6,6
2024-09-27,P0019,L3,138,34,3
2024-09-27,P0020,L4,261,44,6
2024-09-27,P0021,L3,274,32,10
2024-09-27,P0022,L3,209,48,19
2024-09-27,P0023,L2,52,8,2
2024-09-27,P0024,L5,102,35,4
2024-09-27,P0025,L3,178,9,10
2024-09-27,P0026,L4,190,0,2
2024-09-27,P0027,L1,60,45,19
2024-09-27,P0028,L5,78,42,0
2024-09-27,P0029,L4,88,47,16
2024-09-27,P0030,L5,95,40,12
2024-09-27,P0031,L4,87,36,14
2024-09-27,P0032,L4,215,25,5
2024-09-27,P0033,L1,237,22,15
2024-09-27,P0034,L1,51,40,12
2024-09-27,P0035,L4,136,43,2
2024-09-27,P0036,L3,119,42,12
2024-09-27,P0037,L1,88,35,7
2024-09-27,P0038,L2,178,44,13
2024-09-27,P0039,L4,103,15,9
2024-09-27,P0040,L4,289,4,1
2024-09-27,P0041,L5,32,18,1
2024-09-27,P0042,L1,263,28,7
2024-09-27,P0043,L2,156,28,16
2024-09-27,P0044,L4,168,28,17
2024-09-27,P0045,L2,80,15,2
2024-09-27,P0046,L5,298,14,15
2024-09-27,P0047,L3,173,22,5
2024-09-27,P0048,L2,60,28,8
2024-09-27,P0049,L3,218,6,16
2024-09-28,P0000,L2,275,36,7
2024-09-28,P0001,L2,226,38,12
2024-09-28,P0002,L1,140,4,8
2024-09-28,P0003,L1,88,9,19
2024-09-28,P0004,L1,209,1,0
2024-09-28,P0005,L3,167,23,14
2024-09-28,P0006,L4,287,3,13
2024-09-28,P0007,L5,70,45,6
2024-09-28,P0008,L2,244,36,7
2024-09-28,P0009,L5,86,26,10
2024-09-28,P0010,L3,264,18,1
2024-09-28,P0011,L1,256,24,16
2024-09-28,P0012,L5,66,29,14
2024-09-28,P0013,L1,26,35,4
2024-09-28,P0014,L5,248,21,12
2024-09-28,P0015,L3,209,42,11
2024-09-28,P0016,L4,188,45,17
2024-09-28,P0017,L5,77,47,16
2024-09-28,P0018,L3,81,46,5
2024-09-28,P0019,L4,73,8,9
2024-09-28,P0020,L3,60,38,9
2024-09-28,P0021,L5,114,46,18
2024-09-28,P0022,L5,32,39,17
2024-09-28,P0023,L3,188,6,9
2024-09-28,P0024,L4,86,47,13
2024-09-28,P0025,L2,30,0,0
2024-09-28,P0026,L3,107,20,7
2024-09-28,P0027,L2,21,43,11
2024-09-28,P0028,L4,248,30,15
2024-09-28,P0029,L1,101,42,8
2024-09-28,P0030,L4,252,0,10
2024-09-28,P0031,L4,207,21,18
2024-09-28,P0032,L1,242,21,12
2024-09-28,P0033,L5,283,31,4
2024-09-28,P0034,L1,242,47,13
2024-09-28,P0035,L5,130,13,19
2024-09-28,P0036,L5,123,21,4
2024-09-28,P0037,L4,104,7,19
2024-09-28,P0038,L4,141,17,9
2024-09-28,P0039,L5,112,21,11
2024-09-28,P0040,L1,209,38,17
2024-09-28,P0041,L1,278,39,5
2024-09-28,P0042,L4,47,2,8
2024-09-28,P0043,L1,185,24,0
2024-09-28,P0044,L2,266,30,19
2024-09-28,P0045,L1,214,13,1
2024-09-28,P0046,L4,70,25,10
2024-09-28,P0047,L5,249,33,3
2024-09-28,P0048,L5,239,6,12
2024-09-28,P0049,L4,43,19,3
2024-09-29,P0000,L5,166,48,13
2024-09-29,P0001,L5,207,39,7
2024-09-29,P0002,L2,62,48,18
2024-09-29,P0003,L4,100,4,1
2024-09-29,P0004,L2,245,44,4
2024-09-29,P0005,L4,169,21,0
2024-09-29,P0006,L5,69,39,7
2024-09-29,P0007,L3,225,7,17
2024-09-29,P0008,L2,247,11,19
2024-09-29,P0009,L1,58,0,4
2024-09-29,P0010,L3,111,26,1
2024-09-29,P0011,L4,114,23,18
2024-09-29,P0012,L5,181,0,17
2024-09-29,P0013,L3,115,24,12
2024-09-29,P0014,L2,282,38,13
2024-09-29,P0015,L5,185,17,6
2024-09-29,P0016,L3,230,13,8
2024-09-29,P0017,L1,259,5,9
2024-09-29,P0018,L1,119,24,9
2024-09-29,P0019,L3,243,3,1
2024-09-29,P0020,L2,152,12,18
2024-09-29,P0021,L4,205,17,14
2024-09-29,P0022,L2,184,12,12
2024-09-29,P0023,L2,234,49,14
2024-09-29,P0024,L4,218,10,0
2024-09-29,P0025,L5,249,16,19
2024-09-29,P0026,L2,127,36,1
2024-09-29,P0027,L5,149,27,19
2024-09-29,P0028,L1,205,36,12
2024-09-29,P0029,L5,36,43,7
2024-09-29,P0030,L4,175,13,10
2024-09-29,P0031,L4,152,24,12
2024-09-29,P0032,L1,119,24,3
2024-09-29,P0033,L1,217,28,10
2024-09-29,P0034,L3,237,27,14
2024-09-29,P0035,L1,214,8,8
2024-09-29,P0036,L5,24,20,12
2024-09-29,P0037,L2,71,45,9
2024-09-29,P0038,L3,248,39,11
2024-09-29,P0039,L1,88,6,16
2024-09-29,P0040,L4,266,2,2
2024-09-29,P0041,L3,285,36,19
2024-09-29,P0042,L3,255,33,3
2024-09-29,P0043,L1,250,15,0
2024-09-29,P0044,L3,216,3,1
2024-09-29,P0045,L5,225,22,3
2024-09-29,P0046,L3,81,31,13
2024-09-29,P0047,L5,216,9,6
2024-09-29,P0048,L5,270,15,3
2024-09-29,P0049,L5,243,37,5
2024-09-30,P0000,L4,60,16,10
2024-09-30,P0001,L4,47,1,5
2024-09-30,P0002,L1,162,30,14
2024-09-30,P0003,L1,72,47,17
2024-09-30,P0004,L1,93,49,9
2024-09-30,P0005,L5,293,5,8
2024-09-30,P0006,L5,211,45,13
2024-09-30,P0007,L4,60,24,11
2024-09-30,P0008,L5,242,46,9
2024-09-30,P0009,L5,149,7,17
2024-09-30,P0010,L5,128,13,0
2024-09-30,P0011,L3,256,6,7
2024-09-30,P0012,L4,232,20,12
2024-09-30,P0013,L2,250,3,4
2024-09-30,P0014,L1,287,18,11
2024-09-30,P0015,L1,55,39,19
2024-09-30,P0016,L2,88,40,2
2024-09-30,P0017,L2,165,14,16
2024-09-30,P0018,L4,33,23,12
2024-09-30,P0019,L1,74,22,6
2024-09-30,P0020,L2,82,27,14
2024-09-30,P0021,L2,31,35,17
2024-09-30,P0022,L2,268,39,8
2024-09-30,P0023,L2,27,13,2
2024-09-30,P0024,L1,117,46,17
2024-09-30,P0025,L5,192,32,12
2024-09-30,P0026,L4,282,15,2
2024-09-30,P0027,L4,227,3,3
2024-09-30,P0028,L5,63,13,14
2024-09-30,P0029,L5,71,39,19
2024-09-30,P0030,L4,141,6,8
2024-09-30,P0031,L2,136,3,13
2024-09-30,P0032,L5,117,17,12
2024-09-30,P0033,L4,252,27,12
2024-09-30,P0034,L3,122,43,2
2024-09-30,P0035,L5,64,12,19
2024-09-30,P0036,L1,79,30,16
2024-09-30,P0037,L4,147,41,2
2024-09-30,P0038,L5,39,26,9
2024-09-30,P0039,L5,224,24,5
2024-09-30,P0040,L3,164,15,4
2024-09-30,P0041,L5,66,28,18
2024-09-30,P0042,L5,236,34,0
2024-09-30,P0043,L1,115,30,3
2024-09-30,P0044,L4,244,13,1
2024-09-30,P0045,L5,148,2,16
2024-09-30,P0046,L2,250,44,0
2024-09-30,P0047,L2,288,44,4
2024-09-30,P0048,L2,198,38,6
2024-09-30,P0049,L2,44,21,2
2024-10-01,P0000,L5,52,30,0
2024-10-01,P0001,L4,198,41,9
2024-10-01,P0002,L1,292,12,5
2024-10-01,P0003,L3,280,18,13
2024-10-01,P0004,L2,50,20,2
2024-10-01,P0005,L1,263,37,12
2024-10-01,P0006,L2,299,26,4
2024-10-01,P0007,L2,238,13,19
2024-10-01,P0008,L4,98,27,8
2024-10-01,P0009,L4,299,25,11
2024-10-01,P0010,L1,169,37,10
2024-10-01,P0011,L5,264,32,11
2024-10-01,P0012,L2,87,8,4
2024-10-01,P0013,L4,64,26,6
2024-10-01,P0014,L1,241,35,3
2024-10-01,P0015,L3,88,7,16
2024-10-01,P0016,L2,255,20,14
2024-10-01,P0017,L2,255,36,18
2024-10-01,P0018,L5,211,38,1
2024-10-01,P0019,L1,29,40,13
2024-10-01,P0020,L1,252,21,17
2024-10-01,P0021,L5,165,35,8
2024-10-01,P0022,L2,93,9,5
2024-10-01,P0023,L3,141,38,0
2024-10-01,P0024,L1,209,38,2
2024-10-01,P0025,L3,35,46,18
2024-10-01,P0026,L5,30,28,9
2024-10-01,P0027,L4,214,17,17
2024-10-01,P0028,L4,78,20,3
2024-10-01,P0029,L5,262,29,17
2024-10-01,P0030,L2,126,21,3
2024-10-01,P0031,L5,25,18,4
2024-10-01,P0032,L3,233,5,10
2024-10-01,P0033,L2,104,5,0
2024-10-01,P0034,L4,179,9,19
2024-10-01,P0035,L4,256,47,7
2024-10-01,P0036,L1,46,17,14
2024-10-01,P0037,L2,222,8,12
2024-10-01,P0038,L5,211,18,11
2024-10-01,P0039,L3,224,16,0
2024-10-01,P0040,L3,87,26,3
2024-10-01,P0041,L1,27,2,11
2024-10-01,P0042,L3,293,37,14
2024-10-01,P0043,L2,282,12,5
2024-10-01,P0044,L5,266,29,8
2024-10-01,P0045,L4,191,17,2
2024-10-01,P0046,L1,216,36,4
2024-10-01,P0047,L3,199,8,1
2024-10-01,P0048,L1,69,8,6
2024-10-01,P0049,L1,53,27,6
2024-10-02,P0000,L4,258,44,15
2024-10-02,P0001,L3,298,40,16
2024-10-02,P0002,L5,174,12,2
2024-10-02,P0003,L3,117,41,7
2024-10-02,P0004,L4,22,39,9
2024-10-02,P0005,L2,142,13,3
2024-10-02,P0006,L2,137,33,10
2024-10-02,P0007,L2,203,26,4
2024-10-02,P0008,L4,60,1,13
2024-10-02,P0009,L3,294,36,14
2024-10-02,P0010,L4,244,36,11
2024-10-02,P0011,L3,230,41,3
2024-10-02,P0012,L5,276,9,12
2024-10-02,P0013,L2,135,4,4
2024-10-02,P0014,L1,207,35,9
2024-10-02,P0015,L3,148,35,15
2024-10-02,P0016,L3,286,16,12
2024-10-02,P0017,L2,238,34,15
2024-10-02,P0018,L1,28,14,0
2024-10-02,P0019,L1,128,39,12
2024-10-02,P0020,L3,145,28,13
2024-10-02,P0021,L2,183,43,19
2024-10-02,P0022,L5,122,0,19
2024-10-02,P0023,L3,113,9,2
2024-10-02,P0024,L4,276,7,0
2024-10-02,P0025,L1,208,5,8
2024-10-02,P0026,L1,82,44,15
2024-10-02,P0027,L4,140,23,14
2024-10-02,P0028,L1,155,7,11
2024-10-02,P0029,L4,22,25,6
2024-10-02,P0030,L4,166,34,17
2024-10-02,P0031,L3,158,4,13
2024-10-02,P0032,L1,292,9,3
2024-10-02,P0033,L3,37,22,19
2024-10-02,P0034,L1,83,27,11
2024-10-02,P0035,L1,183,21,14
2024-10-02,P0036,L2,202,33,18
2024-10-02,P0037,L4,78,37,13
2024-10-02,P0038,L3,226,14,13
2024-10-02,P0039,L3,47,23,13
2024-10-02,P0040,L1,294,21,11
2024-10-02,P0041,L1,246,22,16
2024-10-02,P0042,L3,282,11,12
2024-10-02,P0043,L3,192,4,7
2024-10-02,P0044,L3,122,21,4
2024-10-02,P0045,L2,223,25,14
2024-10-02,P0046,L4,154,11,1
2024-10-02,P0047,L1,43,21,11
2024-10-02,P0048,L3,271,29,5
2024-10-02,P0049,L5,136,20,12
2024-10-03,P0000,L4,63,37,6
2024-10-03,P0001,L2,96,18,15
2024-10-03,P0002,L4,170,46,18
2024-10-03,P0003,L1,93,35,5
2024-10-03,P0004,L2,202,39,9
2024-10-03,P0005,L4,259,17,11
2024-10-03,P0006,L5,196,43,13
2024-10-03,P0007,L5,295,13,4
2024-10-03,P0008,L3,187,11,2
2024-10-03,P0009,L2,221,25,19
2024-10-03,P0010,L5,197,12,11
2024-10-03,P0011,L2,26,17,8
2024-10-03,P0012,L4,107,6,11
2024-10-03,P0013,L2,66,9,0
2024-10-03,P0014,L2,241,24,8
2024-10-03,P0015,L3,20,9,4
2024-10-03,P0016,L4,109,8,10
2024-10-03,P0017,L1,202,26,7
2024-10-03,P0018,L1,98,24,19
2024-10-03,P0019,L2,56,5,6
2024-10-03,P0020,L3,132,24,9
2024-10-03,P0021,L5,46,40,4
2024-10-03,P0022,L5,43,28,11
2024-10-03,P0023,L3,188,10,13
2024-10-03,P0024,L2,293,36,16
2024-10-03,P0025,L5,144,45,1
2024-10-03,P0026,L5,137,18,10
2024-10-03,P0027,L3,69,45,4
2024-10-03,P0028,L4,133,26,13
2024-10-03,P0029,L4,108,43,1
2024-10-03,P0030,L1,125,29,8
2024-10-03,P0031,L4,225,21,9
2024-10-03,P0032,L1,199,30,9
2024-10-03,P0033,L1,80,3,9
2024-10-03,P0034,L4,55,38,4
2024-10-03,P0035,L5,127,27,15
2024-10-03,P0036,L5,131,33,10
2024-10-03,P0037,L1,195,20,10
2024-10-03,P0038,L5,35,29,19
2024-10-03,P0039,L5,20,0,18
2024-10-03,P0040,L2,149,36,0
2024-10-03,P0041,L5,237,39,8
2024-10-03,P0042,L4,95,4,7
2024-10-03,P0043,L5,76,23,19
2024-10-03,P0044,L2,272,0,7
2024-10-03,P0045,L3,141,0,14
2024-10-03,P0046,L2,30,18,7
2024-10-03,P0047,L2,296,24,6
2024-10-03,P0048,L1,117,24,14
2024-10-03,P0049,L5,256,13,10
2024-10-04,P0000,L3,35,32,10
2024-10-04,P0001,L4,214,18,6
2024-10-04,P0002,L4,91,10,15
2024-10-04,P0003,L5,252,3,9
2024-10-04,P0004,L1,272,0,12
2024-10-04,P0005,L2,130,5,0
2024-10-04,P0006,L3,123,12,16
2024-10-04,P0007,L2,80,19,19
2024-10-04,P0008,L4,146,2,13
2024-10-04,P0009,L3,72,10,18
2024-10-04,P0010,L4,259,40,13
2024-10-04,P0011,L4,247,16,15
2024-10-04,P0012,L5,37,24,13
2024-10-04,P0013,L4,236,23,11
2024-10-04,P0014,L2,197,13,8
2024-10-04,P0015,L5,65,38,15
2024-10-04,P0016,L3,211,37,7
2024-10-04,P0017,L2,273,4,6
2024-10-04,P0018,L1,109,23,4
2024-10-04,P0019,L1,81,0,12
2024-10-04,P0020,L1,203,43,13
2024-10-04,P0021,L1,214,44,3
2024-10-04,P0022,L1,297,35,17
2024-10-04,P0023,L1,150,22,10
2024-10-04,P0024,L1,287,14,12
2024-10-04,P0025,L3,100,22,16
2024-10-04,P0026,L5,44,25,7
2024-10-04,P0027,L1,235,8,4
2024-10-04,P0028,L3,80,5,15
2024-10-04,P0029,L2,277,48,16
2024-10-04,P0030,L4,103,0,15
2024-10-04,P0031,L3,182,43,6
2024-10-04,P0032,L1,128,1,13
2024-10-04,P0033,L2,116,9,18
2024-10-04,P0034,L2,84,45,0
2024-10-04,P0035,L3,117,8,6
2024-10-04,P0036,L4,211,46,12
2024-10-04,P0037,L1,164,39,3
2024-10-04,P0038,L4,165,10,17
2024-10-04,P0039,L3,110,36,10
2024-10-04,P0040,L5,255,31,18
2024-10-04,P0041,L1,166,31,18
2024-10-04,P0042,L5,55,46,18
2024-10-04,P0043,L1,170,40,18
2024-10-04,P0044,L4,261,12,6
2024-10-04,P0045,L2,55,19,12
2024-10-04,P0046,L2,291,38,14
2024-10-04,P0047,L1,101,14,7
2024-10-04,P0048,L1,92,15,14
2024-10-04,P0049,L4,239,47,19
2024-10-05,P0000,L3,74,13,14
2024-10-05,P0001,L3,237,2,15
2024-10-05,P0002,L4,97,0,9
2024-10-05,P0003,L5,252,16,6
2024-10-05,P0004,L3,130,41,10
2024-10-05,P0005,L3,172,1,19
2024-10-05,P0006,L5,226,14,5
2024-10-05,P0007,L2,91,6,9
2024-10-05,P0008,L5,216,46,13
2024-10-05,P0009,L1,253,40,0
2024-10-05,P0010,L2,142,35,17
2024-10-05,P0011,L5,285,44,18
2024-10-05,P0012,L2,169,15,0
2024-10-05,P0013,L5,21,15,18
2024-10-05,P0014,L5,33,25,4
2024-10-05,P0015,L2,155,26,8
2024-10-05,P0016,L1,124,40,10
2024-10-05,P0017,L2,248,7,11
2024-10-05,P0018,L3,101,18,15
2024-10-05,P0019,L5,265,34,19
2024-10-05,P0020,L4,196,27,7
2024-10-05,P0021,L5,269,32,19
2024-10-05,P0022,L2,142,14,6
2024-10-05,P0023,L5,37,13,1
2024-10-05,P0024,L1,64,39,6
2024-10-05,P0025,L2,230,15,10
2024-10-05,P0026,L1,270,39,5
2024-10-05,P0027,L3,27,6,18
2024-10-05,P0028,L2,32,15,6
2024-10-05,P0029,L5,242,19,16
2024-10-05,P0030,L1,166,18,0
2024-10-05,P0031,L3,28,31,14
2024-10-05,P0032,L5,206,48,12
2024-10-05,P0033,L4,90,43,14
2024-10-05,P0034,L5,278,48,2
2024-10-05,P0035,L2,48,12,13
2024-10-05,P0036,L1,106,33,8
2024-10-05,P0037,L2,250,11,5
2024-10-05,P0038,L1,164,26,1
2024-10-05,P0039,L5,44,11,3
2024-10-05,P0040,L5,112,10,14
2024-10-05,P0041,L4,131,47,1
2024-10-05,P0042,L5,48,49,0
2024-10-05,P0043,L5,28,17,16
2024-10-05,P0044,L5,78,39,14
2024-10-05,P0045,L2,256,24,18
2024-10-05,P0046,L5,63,11,14
2024-10-05,P0047,L2,258,35,6
2024-10-05,P0048,L5,93,21,17
2024-10-05,P0049,L2,191,17,3
2024-10-06,P0000,L1,109,4,13
2024-10-06,P0001,L2,287,31,4
2024-10-06,P0002,L1,151,6,11
2024-10-06,P0003,L5,227,7,11
2024-10-06,P0004,L2,70,49,6
2024-10-06,P0005,L5,118,8,2
2024-10-06,P0006,L2,59,36,8
2024-10-06,P0007,L5,145,24,18
2024-10-06,P0008,L5,30,37,18
2024-10-06,P0009,L4,255,46,19
2024-10-06,P0010,L3,81,24,12
2024-10-06,P0011,L1,276,29,10
2024-10-06,P0012,L1,291,21,2
2024-10-06,P0013,L4,193,1,4
2024-10-06,P0014,L2,216,36,16
2024-10-06,P0015,L5,230,40,3
2024-10-06,P0016,L4,127,40,10
2024-10-06,P0017,L5,166,40,6
2024-10-06,P0018,L5,81,29,0
2024-10-06,P0019,L2,67,24,5
2024-10-06,P0020,L3,36,31,18
2024-10-06,P0021,L4,182,2,13
2024-10-06,P0022,L5,213,13,12
2024-10-06,P0023,L4,275,45,10
2024-10-06,P0024,L5,35,40,0
2024-10-06,P0025,L3,27,8,13
2024-10-06,P0026,L4,235,18,4
2024-10-06,P0027,L1,163,38,6
2024-10-06,P0028,L1,87,20,15
2024-10-06,P0029,L3,199,41,19
2024-10-06,P0030,L1,217,22,10
2024-10-06,P0031,L3,140,38,5
2024-10-06,P0032,L2,86,9,4
2024-10-06,P0033,L2,93,12,13
2024-10-06,P0034,L5,122,26,0
2024-10-06,P0035,L3,214,45,4
2024-10-06,P0036,L2,183,30,0
2024-10-06,P0037,L4,171,15,4
2024-10-06,P0038,L1,259,5,13
2024-10-06,P0039,L5,270,49,12
2024-10-06,P0040,L2,172,20,12
2024-10-06,P0041,L1,129,25,18
2024-10-06,P0042,L2,90,20,8
2024-10-06,P0043,L2,218,21,4
2024-10-06,P0044,L2,55,19,7
2024-10-06,P0045,L1,147,7,12
2024-10-06,P0046,L4,84,40,6
2024-10-06,P0047,L1,199,13,13
2024-10-06,P0048,L2,223,21,5
2024-10-06,P0049,L5,241,48,13
2024-10-07,P0000,L2,25,36,17
2024-10-07,P0001,L1,250,2,9
2024-10-07,P0002,L5,206,25,12
2024-10-07,P0003,L1,100,22,4
2024-10-07,P0004,L3,146,1,1
2024-10-07,P0005,L3,191,18,6
2024-10-07,P0006,L2,251,7,1
2024-10-07,P0007,L5,49,41,13
2024-10-07,P0008,L3,85,43,1
2024-10-07,P0009,L5,290,36,6
2024-10-07,P0010,L1,182,29,3
2024-10-07,P0011,L5,196,21,6
2024-10-07,P0012,L1,265,15,7
2024-10-07,P0013,L1,294,18,2
2024-10-07,P0014,L2,31,35,7
2024-10-07,P0015,L1,271,41,6
2024-10-07,P0016,L2,291,13,12
2024-10-07,P0017,L5,130,27,4
2024-10-07,P0018,L4,34,18,15
2024-10-07,P0019,L2,28,37,14
2024-10-07,P0020,L4,217,45,7
2024-10-07,P0021,L5,148,29,18
2024-10-07,P0022,L3,294,44,2
2024-10-07,P0023,L5,174,46,2
2024-10-07,P0024,L1,283,18,13
2024-10-07,P0025,L3,298,34,14
2024-10-07,P0026,L2,259,7,5
2024-10-07,P0027,L2,107,1,19
2024-10-07,P0028,L5,271,14,9
2024-10-07,P0029,L4,153,5,7
2024-10-07,P0030,L5,164,3,11
2024-10-07,P0031,L4,231,32,8
2024-10-07,P0032,L2,165,4,14
2024-10-07,P0033,L2,36,33,3
2024-10-07,P0034,L2,177,2,4
2024-10-07,P0035,L5,154,36,6
2024-10-07,P0036,L4,93,3,0
2024-10-07,P0037,L2,127,31,14
2024-10-07,P0038,L3,126,47,1
2024-10-07,P0039,L2,152,34,9
2024-10-07,P0040,L4,92,23,9
2024-10-07,P0041,L5,44,10,18
2024-10-07,P0042,L4,234,25,2
2024-10-07,P0043,L3,190,3,17
2024-10-07,P0044,L2,283,6,18
2024-10-07,P0045,L2,173,29,19
2024-10-07,P0046,L1,264,16,3
2024-10-07,P0047,L1,181,17,19
2024-10-07,P0048,L5,51,44,5
2024-10-07,P0049,L5,284,22,6
2024-10-08,P0000,L1,203,10,12
2024-10-08,P0001,L2,224,15,3
2024-10-08,P0002,L1,265,49,3
2024-10-08,P0003,L3,276,37,6
2024-10-08,P0004,L5,189,18,13
2024-10-08,P0005,L1,107,45,16
2024-10-08,P0006,L2,58,23,7
2024-10-08,P0007,L5,282,35,12
2024-10-08,P0008,L5,125,7,19
2024-10-08,P0009,L4,274,49,9
2024-10-08,P0010,L4,74,29,17
2024-10-08,P0011,L5,129,38,12
2024-10-08,P0012,L4,53,26,17
2024-10-08,P0013,L2,57,13,8
2024-10-08,P0014,L3,84,3,13
2024-10-08,P0015,L5,53,42,13
2024-10-08,P0016,L3,32,13,18
2024-10-08,P0017,L3,193,41,6
2024-10-08,P0018,L3,253,1,17
2024-10-08,P0019,L3,249,7,1
2024-10-08,P0020,L1,38,1,1
2024-10-08,P0021,L3,290,3,8
2024-10-08,P0022,L5,297,35,16
2024-10-08,P0023,L2,140,2,17
2024-10-08,P0024,L5,179,1,9
2024-10-08,P0025,L3,200,18,10
2024-10-08,P0026,L1,126,6,18
2024-10-08,P0027,L2,244,5,2
2024-10-08,P0028,L1,27,21,19
2024-10-08,P0029,L1,70,14,5
2024-10-08,P0030,L3,190,45,18
2024-10-08,P0031,L4,221,36,11
2024-10-08,P0032,L2,211,38,15
