po_id,sku_id,supplier_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,freight_cost,payment_terms
PO100874,SKU1057,SUP507,2023-12-08,2023-12-14,2023-12-14,519,99.51,Prepaid
PO100875,SKU1001,SUP515,2023-12-21,2023-12-30,2023-12-30,759,172.95,Net30
PO100876,SKU1087,SUP506,2025-04-19,2025-05-10,2025-05-11,803,140.52,Net45
PO100877,SKU1032,SUP502,2025-04-20,2025-04-27,2025-04-28,390,183.74,Prepaid
PO100878,SKU1060,SUP511,2024-09-25,2024-10-17,2024-10-18,871,132.33,Net45
PO100879,SKU1090,SUP501,2024-10-31,2024-11-15,2024-11-20,440,154.96,Net30
PO100880,SKU1050,SUP511,2024-10-25,2024-11-01,2024-11-02,92,16.11,Net45
PO100881,SKU1022,SUP508,2024-12-04,2024-12-18,2024-12-19,397,91.57,Net30
PO100882,SKU1016,SUP502,2024-02-21,2024-03-09,2024-03-09,195,43.64,Net30
PO100883,SKU1014,SUP510,2024-07-11,2024-07-22,2024-07-24,942,16.52,Net30
PO100884,SKU1095,SUP511,2024-10-05,2024-10-24,2024-10-27,947,11.01,Net30
PO100885,SKU1078,SUP508,2025-05-30,2025-06-19,2025-06-23,218,69.13,Net30
PO100886,SKU1094,SUP515,2024-10-24,2024-11-16,2024-11-17,923,185.17,Net45
PO100887,SKU1081,SUP514,2025-01-12,2025-01-27,2025-01-27,285,66.92,Prepaid
PO100888,SKU1004,SUP515,2025-02-02,2025-02-13,2025-02-14,496,79.88,Prepaid
PO100889,SKU1114,SUP515,2025-07-12,2025-07-22,2025-07-25,776,181.72,Net45
PO100890,SKU1062,SUP514,2025-03-07,2025-03-15,2025-03-16,937,74.79,Prepaid
PO100891,SKU1015,SUP511,2025-10-16,2025-11-04,2025-11-07,234,33.08,Prepaid
PO100892,SKU1095,SUP516,2024-12-21,2025-01-11,2025-01-11,729,38.15,Net45
PO100893,SKU1027,SUP500,2024-11-07,2024-11-23,2024-11-23,476,176.7,Prepaid
PO100894,SKU1031,SUP515,2024-03-21,2024-04-13,2024-04-16,76,130.76,Net30
PO100895,SKU1087,SUP503,2025-01-05,2025-01-22,2025-01-22,158,34.51,Net30
PO100896,SKU1019,SUP500,2024-01-05,2024-01-15,2024-01-15,725,94.01,Net30
PO100897,SKU1058,SUP508,2025-09-25,2025-10-01,2025-10-02,94,182.68,Net45
PO100898,SKU1079,SUP514,2024-03-26,2024-04-14,2024-04-15,801,104.43,Net45
PO100899,SKU1016,SUP506,2024-10-07,2024-10-24,2024-10-25,339,127.43,Net30
PO100900,SKU1102,SUP501,2024-07-06,2024-07-29,2024-07-30,666,52.04,Net30
PO100901,SKU1011,SUP512,2025-04-12,2025-05-05,2025-05-05,839,102.49,Net30
PO100902,SKU1011,SUP500,2025-11-12,2025-11-29,2025-12-01,848,67.49,Net30
PO100903,SKU1036,SUP504,2024-11-29,2024-12-06,2024-12-06,492,194.7,Net45
PO100904,SKU1103,SUP509,2024-01-27,2024-02-01,2024-02-02,417,50.14,Net45
PO100905,SKU1012,SUP511,2025-08-30,2025-09-22,2025-09-22,956,59.63,Net30
PO100906,SKU1060,SUP508,2023-12-15,2023-12-27,2023-12-29,824,115.65,Net30
PO100907,SKU1103,SUP511,2025-03-16,2025-04-03,2025-04-04,486,42.62,Prepaid
PO100908,SKU1005,SUP516,2024-08-19,2024-09-09,2024-09-12,279,198.17,Net45
PO100909,SKU1087,SUP504,2025-05-25,2025-06-13,2025-06-15,712,166.01,Net45
PO100910,SKU1010,SUP509,2024-11-14,2024-11-19,2024-11-22,870,198.77,Net30
PO100911,SKU1038,SUP504,2025-01-03,2025-01-15,2025-01-16,357,102.42,Prepaid
PO100912,SKU1066,SUP513,2025-08-25,2025-09-17,2025-09-19,128,68.41,Prepaid
PO100913,SKU1065,SUP503,2024-07-11,2024-07-27,2024-07-29,525,128.74,Net45
PO100914,SKU1092,SUP508,2025-07-07,2025-07-24,2025-07-28,837,43.71,Net45
PO100915,SKU1002,SUP503,2024-02-25,2024-03-20,2024-03-20,855,20.09,Prepaid
PO100916,SKU1107,SUP512,2025-05-25,2025-06-05,2025-06-06,771,79.59,Net30
PO100917,SKU1040,SUP514,2024-09-13,2024-09-19,2024-09-22,877,100.12,Net30
PO100918,SKU1043,SUP505,2024-08-14,2024-09-02,2024-09-04,668,138.14,Net30
PO100919,SKU1111,SUP503,2024-07-16,2024-08-03,2024-08-04,454,104.65,Prepaid
PO100920,SKU1001,SUP505,2025-04-19,2025-04-24,2025-04-24,464,53.22,Net45
PO100921,SKU1095,SUP515,2024-08-10,2024-08-26,2024-08-26,681,45.02,Net30
PO100922,SKU1088,SUP512,2024-06-22,2024-07-16,2024-07-19,188,93.53,Prepaid
PO100923,SKU1024,SUP503,2025-06-20,2025-06-25,2025-06-26,242,83.7,Prepaid
PO100924,SKU1026,SUP515,2025-09-03,2025-09-13,2025-09-14,496,38.03,Net45
PO100925,SKU1109,SUP517,2025-02-02,2025-02-20,2025-02-21,524,35.88,Prepaid
PO100926,SKU1060,SUP513,2025-02-09,2025-03-02,2025-03-02,206,108.8,Net45
PO100927,SKU1089,SUP514,2024-08-10,2024-08-31,2024-09-01,930,186.56,Net30
PO100928,SKU1074,SUP507,2025-04-22,2025-05-16,2025-05-18,903,146.15,Net30
PO100929,SKU1006,SUP510,2025-01-10,2025-01-24,2025-01-29,780,68.03,Net30
PO100930,SKU1053,SUP515,2025-01-18,2025-01-31,2025-02-02,617,132.47,Net30
PO100931,SKU1004,SUP515,2025-09-14,2025-10-02,2025-10-02,792,129.58,Net45
PO100932,SKU1119,SUP515,2024-09-01,2024-09-21,2024-09-22,69,32.54,Net30
PO100933,SKU1073,SUP510,2024-10-04,2024-10-09,2024-10-12,713,41.6,Net30
PO100934,SKU1113,SUP515,2024-09-30,2024-10-21,2024-10-21,711,63.76,Net30
PO100935,SKU1057,SUP513,2025-09-27,2025-10-05,2025-10-06,246,13.51,Net30
PO100936,SKU1044,SUP514,2025-05-18,2025-05-23,2025-05-25,980,59.73,Net45
PO100937,SKU1043,SUP514,2025-10-08,2025-10-31,2025-11-01,778,133.06,Net30
PO100938,SKU1053,SUP511,2023-11-19,2023-11-25,2023-11-27,914,73.21,Prepaid
PO100939,SKU1079,SUP506,2024-12-29,2025-01-02,2025-01-02,733,79.34,Net30
PO100940,SKU1016,SUP505,2024-12-04,2024-12-17,2024-12-17,153,100.35,Net30
PO100941,SKU1063,SUP509,2024-03-18,2024-03-25,2024-03-27,68,152.51,Net30
PO100942,SKU1112,SUP508,2024-10-03,2024-10-19,2024-10-21,897,185.97,Net45
PO100943,SKU1004,SUP502,2023-12-20,2024-01-04,2024-01-07,282,121.7,Prepaid
PO100944,SKU1071,SUP507,2024-01-14,2024-01-31,2024-02-01,853,139.49,Net30
PO100945,SKU1098,SUP501,2025-02-04,2025-02-14,2025-02-15,967,185.98,Prepaid
PO100946,SKU1109,SUP516,2024-11-22,2024-12-15,2024-12-16,101,99.51,Net30
PO100947,SKU1102,SUP514,2024-01-27,2024-02-08,2024-02-08,158,78.46,Net45
PO100948,SKU1078,SUP503,2025-10-23,2025-11-05,2025-11-08,157,17.83,Prepaid
PO100949,SKU1080,SUP503,2025-08-18,2025-09-10,2025-09-10,210,124.71,Net45
PO100950,SKU1037,SUP514,2025-02-19,2025-03-10,2025-03-11,941,185.85,Prepaid
PO100951,SKU1019,SUP511,2024-06-26,2024-07-19,2024-07-22,918,191.55,Prepaid
PO100952,SKU1056,SUP513,2024-07-25,2024-08-11,2024-08-12,904,109.25,Net30
PO100953,SKU1043,SUP509,2024-03-03,2024-03-12,2024-03-15,431,165.97,Net45
PO100954,SKU1096,SUP513,2025-05-09,2025-05-16,2025-05-17,205,57.69,Net45
PO100955,SKU1053,SUP507,2024-01-29,2024-02-16,2024-02-18,990,199.6,Net30
PO100956,SKU1114,SUP514,2025-09-04,2025-09-09,2025-09-10,748,18.84,Net30
PO100957,SKU1003,SUP514,2024-12-28,2025-01-13,2025-01-14,875,195.52,Net45
PO100958,SKU1008,SUP502,2025-04-23,2025-05-05,2025-05-06,840,83.98,Prepaid
PO100959,SKU1055,SUP501,2024-08-26,2024-09-06,2024-09-08,994,52.46,Net45
PO100960,SKU1019,SUP501,2024-03-26,2024-03-30,2024-03-30,868,115.04,Net45
PO100961,SKU1112,SUP516,2025-08-21,2025-09-10,2025-09-10,957,90.27,Net45
PO100962,SKU1089,SUP517,2025-08-07,2025-08-16,2025-08-16,371,56.04,Net30
PO100963,SKU1001,SUP508,2025-08-19,2025-08-23,2025-08-23,200,103.36,Net45
PO100964,SKU1051,SUP514,2024-05-23,2024-06-16,2024-06-16,689,126.55,Net45
PO100965,SKU1083,SUP514,2024-09-19,2024-10-05,2024-10-05,850,141.86,Net45
PO100966,SKU1051,SUP506,2024-08-06,2024-08-24,2024-08-25,600,184.24,Net30
PO100967,SKU1049,SUP504,2025-06-18,2025-07-05,2025-07-06,268,173.17,Prepaid
PO100968,SKU1065,SUP517,2024-09-29,2024-10-08,2024-10-10,700,167.61,Prepaid
PO100969,SKU1002,SUP500,2024-06-26,2024-07-16,2024-07-17,314,186.21,Prepaid
PO100970,SKU1106,SUP509,2025-03-09,2025-03-26,2025-03-27,163,48.24,Net45
PO100971,SKU1007,SUP511,2025-03-18,2025-04-10,2025-04-10,176,166.01,Prepaid
PO100972,SKU1096,SUP503,2024-04-04,2024-04-10,2024-04-12,55,39.77,Net30
PO100973,SKU1043,SUP507,2025-07-24,2025-08-03,2025-08-07,629,82.25,Net45
PO100974,SKU1114,SUP517,2024-05-25,2024-06-11,2024-06-11,356,163.53,Net30
PO100975,SKU1085,SUP504,2024-12-04,2024-12-28,2024-12-28,303,181.85,Prepaid
PO100976,SKU1041,SUP516,2024-12-08,2024-12-20,2024-12-20,419,34.93,Net30
PO100977,SKU1012,SUP504,2025-09-13,2025-09-27,2025-09-28,133,107.48,Prepaid
PO100978,SKU1007,SUP513,2025-06-17,2025-07-09,2025-07-12,506,173.8,Prepaid
PO100979,SKU1047,SUP516,2025-05-21,2025-06-14,2025-06-14,847,166.79,Net30
PO100980,SKU1111,SUP508,2024-04-15,2024-05-09,2024-05-13,500,132.82,Net45
PO100981,SKU1119,SUP515,2024-09-07,2024-09-18,2024-09-20,216,85.99,Prepaid
PO100982,SKU1064,SUP504,2024-09-03,2024-09-14,2024-09-15,771,42.64,Net45
PO100983,SKU1110,SUP516,2025-05-02,2025-05-17,2025-05-18,534,132.55,Prepaid
PO100984,SKU1095,SUP505,2023-12-20,2024-01-03,2024-01-03,171,61.16,Net45
PO100985,SKU1109,SUP513,2024-06-14,2024-06-28,2024-06-29,346,160.81,Prepaid
PO100986,SKU1066,SUP504,2025-08-06,2025-08-29,2025-08-30,433,66.1,Net30
PO100987,SKU1037,SUP515,2025-09-05,2025-09-12,2025-09-14,852,89.47,Net45
PO100988,SKU1053,SUP501,2024-06-28,2024-07-07,2024-07-07,340,95.16,Prepaid
PO100989,SKU1023,SUP515,2025-06-18,2025-06-25,2025-07-01,119,65.65,Prepaid
PO100990,SKU1053,SUP515,2025-10-21,2025-11-13,2025-11-15,971,66.36,Net30
PO100991,SKU1100,SUP512,2024-08-15,2024-08-31,2024-09-04,670,83.84,Prepaid
PO100992,SKU1097,SUP504,2025-01-21,2025-02-04,2025-02-04,510,166.32,Net45
PO100993,SKU1057,SUP504,2025-03-27,2025-04-05,2025-04-06,869,39.26,Net45
PO100994,SKU1085,SUP513,2023-12-02,2023-12-12,2023-12-13,397,100.44,Net45
PO100995,SKU1005,SUP514,2025-05-09,2025-05-30,2025-05-31,936,177.3,Prepaid
PO100996,SKU1090,SUP500,2024-01-13,2024-01-26,2024-01-28,774,80.36,Net30
PO100997,SKU1071,SUP503,2024-09-18,2024-09-30,2024-10-01,683,90.68,Net45
PO100998,SKU1073,SUP501,2025-01-31,2025-02-08,2025-02-11,818,80.09,Net30
PO100999,SKU1064,SUP500,2025-01-02,2025-01-20,2025-01-20,234,29.62,Prepaid
PO101000,SKU1035,SUP506,2025-05-06,2025-05-28,2025-05-29,958,172.07,Net45
PO101001,SKU1056,SUP502,2025-07-21,2025-08-12,2025-08-12,461,97.74,Net45
PO101002,SKU1005,SUP515,2025-06-03,2025-06-23,2025-06-24,497,104.76,Prepaid
PO101003,SKU1053,SUP500,2024-11-11,2024-11-30,2024-11-30,313,57.79,Prepaid
PO101004,SKU1014,SUP503,2024-09-05,2024-09-27,2024-09-27,237,88.79,Net30
PO101005,SKU1098,SUP502,2024-03-10,2024-03-18,2024-03-18,744,171.26,Prepaid
PO101006,SKU1007,SUP510,2024-04-30,2024-05-11,2024-05-13,355,56.83,Net30
PO101007,SKU1012,SUP510,2023-12-10,2024-01-02,2024-01-04,314,67.72,Net30
PO101008,SKU1105,SUP503,2024-09-14,2024-09-19,2024-09-20,661,16.66,Net45
PO101009,SKU1030,SUP515,2024-04-29,2024-05-19,2024-05-19,167,22.53,Net30
PO101010,SKU1007,SUP510,2024-07-23,2024-08-04,2024-08-04,545,161.3,Prepaid
PO101011,SKU1052,SUP507,2025-01-01,2025-01-25,2025-01-27,617,145.48,Net45
PO101012,SKU1086,SUP503,2023-11-22,2023-12-12,2023-12-12,854,94.07,Prepaid
PO101013,SKU1038,SUP513,2024-12-24,2025-01-03,2025-01-03,562,71.24,Prepaid
PO101014,SKU1100,SUP504,2025-08-29,2025-09-10,2025-09-12,850,111.5,Prepaid
PO101015,SKU1068,SUP513,2024-04-03,2024-04-12,2024-04-13,92,34.05,Prepaid
PO101016,SKU1104,SUP514,2025-02-23,2025-03-16,2025-03-18,718,174.84,Prepaid
PO101017,SKU1000,SUP501,2025-04-05,2025-04-14,2025-04-17,662,123.4,Net30
PO101018,SKU1107,SUP512,2024-04-04,2024-04-28,2024-04-28,267,27.16,Net45
PO101019,SKU1107,SUP516,2025-04-28,2025-05-06,2025-05-08,596,42.46,Net45
PO101020,SKU1008,SUP509,2024-11-30,2024-12-12,2024-12-14,900,174.43,Prepaid
PO101021,SKU1092,SUP517,2024-03-01,2024-03-23,2024-03-23,265,92.72,Net45
PO101022,SKU1064,SUP510,2025-07-03,2025-07-26,2025-07-27,700,133.41,Net30
PO101023,SKU1096,SUP514,2024-10-29,2024-11-05,2024-11-06,379,173.08,Net30
PO101024,SKU1026,SUP514,2025-10-30,2025-11-20,2025-11-20,985,192.07,Net45
PO101025,SKU1017,SUP500,2025-06-15,2025-06-24,2025-06-27,59,113.35,Net45
PO101026,SKU1022,SUP513,2024-05-16,2024-06-01,2024-06-03,550,170.63,Net30
PO101027,SKU1068,SUP502,2024-03-20,2024-03-29,2024-03-29,129,52.73,Net45
PO101028,SKU1003,SUP514,2024-05-03,2024-05-20,2024-05-21,882,172.67,Net30
PO101029,SKU1105,SUP511,2025-03-13,2025-03-22,2025-03-23,881,198.25,Net45
PO101030,SKU1001,SUP503,2024-06-04,2024-06-16,2024-06-16,505,138.8,Prepaid
PO101031,SKU1028,SUP500,2025-03-13,2025-03-21,2025-03-21,776,24.25,Net30
PO101032,SKU1024,SUP502,2024-04-06,2024-04-15,2024-04-15,877,176.79,Net45
PO101033,SKU1028,SUP507,2025-05-19,2025-05-28,2025-05-29,87,131.53,Net30
PO101034,SKU1063,SUP506,2024-06-11,2024-06-23,2024-06-30,703,125.82,Net30
PO101035,SKU1014,SUP508,2025-05-28,2025-06-02,2025-06-02,615,117.12,Prepaid
PO101036,SKU1084,SUP505,2023-12-07,2023-12-20,2023-12-20,116,135.65,Prepaid
PO101037,SKU1033,SUP507,2024-03-16,2024-04-01,2024-04-01,330,185.44,Prepaid
PO101038,SKU1108,SUP500,2025-06-15,2025-06-29,2025-07-02,595,111.95,Net45
PO101039,SKU1032,SUP517,2023-11-17,2023-12-09,2023-12-10,487,76.17,Net45
PO101040,SKU1086,SUP501,2025-09-19,2025-10-03,2025-10-04,914,50.31,Net30
PO101041,SKU1035,SUP503,2023-12-17,2024-01-09,2024-01-09,420,42.83,Net45
PO101042,SKU1097,SUP501,2025-04-11,2025-04-18,2025-04-18,334,30.86,Net30
PO101043,SKU1068,SUP514,2024-01-27,2024-02-15,2024-02-15,392,85.41,Prepaid
PO101044,SKU1112,SUP500,2024-11-25,2024-12-15,2024-12-17,756,109.69,Net30
PO101045,SKU1009,SUP507,2025-07-03,2025-07-20,2025-07-21,114,67.83,Net45
PO101046,SKU1080,SUP503,2024-01-04,2024-01-09,2024-01-09,74,192.29,Net45
PO101047,SKU1102,SUP510,2025-09-04,2025-09-16,2025-09-19,534,89.71,Prepaid
PO101048,SKU1043,SUP501,2024-05-31,2024-06-04,2024-06-06,292,24.09,Prepaid
PO101049,SKU1099,SUP514,2025-09-17,2025-09-29,2025-09-30,642,196.89,Prepaid
PO101050,SKU1010,SUP501,2024-04-28,2024-05-03,2024-05-03,961,70.53,Net45
PO101051,SKU1008,SUP504,2025-10-27,2025-11-06,2025-11-07,106,44.36,Net30
PO101052,SKU1078,SUP513,2025-11-05,2025-11-23,2025-11-24,622,117.32,Prepaid
PO101053,SKU1037,SUP512,2025-08-11,2025-08-24,2025-08-26,470,90.31,Prepaid
PO101054,SKU1110,SUP500,2024-10-18,2024-10-28,2024-10-28,488,56.61,Net45
PO101055,SKU1079,SUP503,2024-07-04,2024-07-16,2024-07-17,851,58.72,Prepaid
PO101056,SKU1058,SUP516,2024-04-05,2024-04-25,2024-04-25,155,12.66,Prepaid
PO101057,SKU1076,SUP502,2024-02-27,2024-03-08,2024-03-09,976,117.82,Net45
PO101058,SKU1016,SUP516,2024-09-17,2024-09-28,2024-09-28,792,100.43,Net45
PO101059,SKU1056,SUP505,2025-09-06,2025-09-22,2025-09-22,111,149.01,Prepaid
PO101060,SKU1039,SUP513,2025-06-03,2025-06-23,2025-06-23,416,83.66,Net30
PO101061,SKU1074,SUP517,2025-09-23,2025-10-04,2025-10-04,366,161.75,Net45
PO101062,SKU1043,SUP509,2024-12-18,2024-12-31,2025-01-01,650,52.68,Net45
PO101063,SKU1086,SUP504,2025-07-05,2025-07-24,2025-07-27,905,148.21,Net45
PO101064,SKU1109,SUP501,2024-04-05,2024-04-12,2024-04-12,255,94.18,Net45
PO101065,SKU1116,SUP506,2024-10-23,2024-10-27,2024-10-27,733,22.35,Net30
PO101066,SKU1088,SUP514,2023-12-03,2023-12-11,2023-12-12,642,148.29,Net45
PO101067,SKU1042,SUP509,2024-12-28,2025-01-16,2025-01-16,515,115.45,Prepaid
PO101068,SKU1063,SUP507,2024-08-24,2024-09-05,2024-09-08,759,64.18,Prepaid
PO101069,SKU1059,SUP506,2025-08-30,2025-09-06,2025-09-07,884,190.42,Net30
PO101070,SKU1103,SUP512,2025-10-19,2025-10-23,2025-10-23,56,199.4,Net30
PO101071,SKU1001,SUP502,2024-06-29,2024-07-12,2024-07-13,195,80.77,Net30
PO101072,SKU1056,SUP506,2024-10-01,2024-10-12,2024-10-14,418,14.75,Prepaid
PO101073,SKU1003,SUP506,2024-05-22,2024-05-27,2024-05-29,956,49.89,Net30
PO101074,SKU1092,SUP505,2024-11-22,2024-12-06,2024-12-06,232,103.49,Prepaid
PO101075,SKU1002,SUP505,2025-04-13,2025-04-29,2025-04-29,71,157.66,Net45
PO101076,SKU1017,SUP512,2025-10-24,2025-11-06,2025-11-07,396,134.73,Prepaid
PO101077,SKU1039,SUP514,2024-11-16,2024-11-25,2024-11-27,726,12.92,Prepaid
PO101078,SKU1067,SUP513,2025-03-25,2025-04-07,2025-04-09,197,133.75,Prepaid
PO101079,SKU1101,SUP506,2024-06-27,2024-07-01,2024-07-02,433,63.83,Net30
PO101080,SKU1076,SUP513,2025-01-11,2025-02-02,2025-02-02,97,144.88,Net45
PO101081,SKU1075,SUP506,2025-07-21,2025-08-01,2025-08-04,202,59.5,Net30
PO101082,SKU1031,SUP501,2025-08-30,2025-09-19,2025-09-20,179,101.67,Net45
PO101083,SKU1074,SUP515,2025-08-26,2025-09-14,2025-09-16,531,48.43,Net45
PO101084,SKU1078,SUP502,2024-06-06,2024-06-25,2024-06-25,953,67.18,Net45
PO101085,SKU1096,SUP516,2025-08-22,2025-09-10,2025-09-10,233,94.08,Net30
PO101086,SKU1091,SUP511,2024-02-17,2024-03-05,2024-03-08,556,147.26,Net30
PO101087,SKU1034,SUP512,2024-05-30,2024-06-12,2024-06-13,715,180.52,Prepaid
PO101088,SKU1026,SUP507,2025-02-17,2025-03-02,2025-03-02,290,159.46,Net30
PO101089,SKU1027,SUP509,2025-03-19,2025-03-27,2025-03-29,210,137.58,Net30
PO101090,SKU1032,SUP517,2024-08-04,2024-08-14,2024-08-14,352,142.85,Net30
PO101091,SKU1066,SUP511,2024-09-20,2024-10-14,2024-10-16,574,189.05,Net45
PO101092,SKU1043,SUP513,2024-12-22,2025-01-01,2025-01-02,426,41.54,Net30
PO101093,SKU1040,SUP508,2024-10-24,2024-11-12,2024-11-14,289,153.93,Net30
PO101094,SKU1082,SUP502,2024-06-27,2024-07-03,2024-07-04,912,58.38,Net45
PO101095,SKU1065,SUP517,2024-04-06,2024-04-20,2024-04-21,998,147.23,Prepaid
PO101096,SKU1012,SUP503,2025-08-07,2025-08-30,2025-09-01,255,87.52,Net30
PO101097,SKU1025,SUP510,2024-12-24,2025-01-16,2025-01-16,836,142.52,Net45
PO101098,SKU1108,SUP508,2024-06-02,2024-06-11,2024-06-12,191,45.01,Net45
PO101099,SKU1094,SUP517,2025-02-28,2025-03-09,2025-03-11,356,33.11,Net30
PO101100,SKU1105,SUP511,2025-08-17,2025-08-23,2025-08-26,465,117.72,Net45
PO101101,SKU1096,SUP500,2025-08-03,2025-08-12,2025-08-13,829,172.38,Prepaid
PO101102,SKU1110,SUP512,2024-09-25,2024-09-29,2024-10-01,264,28.46,Net30
PO101103,SKU1029,SUP516,2025-05-26,2025-06-14,2025-06-17,529,105.18,Net45
PO101104,SKU1104,SUP514,2024-12-16,2024-12-28,2024-12-30,916,95.37,Prepaid
PO101105,SKU1054,SUP513,2024-08-19,2024-09-02,2024-09-02,621,155.07,Prepaid
PO101106,SKU1047,SUP504,2025-02-15,2025-02-22,2025-02-25,805,30.55,Prepaid
PO101107,SKU1063,SUP511,2024-09-05,2024-09-25,2024-09-26,752,47.29,Net30
PO101108,SKU1097,SUP517,2025-05-25,2025-06-15,2025-06-17,631,22.51,Prepaid
PO101109,SKU1118,SUP504,2024-10-02,2024-10-21,2024-10-25,388,168.37,Net45
PO101110,SKU1080,SUP512,2025-02-28,2025-03-06,2025-03-06,450,187.11,Prepaid
PO101111,SKU1068,SUP512,2025-06-22,2025-07-14,2025-07-16,633,86.98,Net30
PO101112,SKU1081,SUP509,2025-06-05,2025-06-28,2025-06-30,616,20.54,Prepaid
PO101113,SKU1004,SUP515,2024-11-01,2024-11-08,2024-11-08,983,149.01,Net30
PO101114,SKU1036,SUP506,2025-04-15,2025-05-01,2025-05-01,121,168.55,Net30
PO101115,SKU1007,SUP511,2025-08-08,2025-08-27,2025-08-28,930,103.98,Net30
PO101116,SKU1050,SUP505,2024-02-15,2024-03-07,2024-03-07,478,69.36,Net30
PO101117,SKU1095,SUP502,2025-05-30,2025-06-17,2025-06-19,261,125.66,Prepaid
PO101118,SKU1111,SUP506,2024-01-22,2024-01-30,2024-01-30,730,133.04,Net30
PO101119,SKU1020,SUP509,2025-04-26,2025-05-20,2025-05-21,751,11.09,Net30
PO101120,SKU1035,SUP506,2025-06-24,2025-07-11,2025-07-17,115,58.24,Net30
PO101121,SKU1077,SUP507,2025-08-09,2025-08-31,2025-08-31,950,30.21,Net30
PO101122,SKU1058,SUP514,2024-08-22,2024-09-01,2024-09-01,344,132.17,Net45
PO101123,SKU1112,SUP514,2024-05-27,2024-06-14,2024-06-16,861,14.82,Net30
PO101124,SKU1050,SUP505,2024-12-30,2025-01-15,2025-01-16,682,185.41,Net45
PO101125,SKU1055,SUP514,2024-05-16,2024-05-20,2024-05-23,765,49.69,Net45
PO101126,SKU1012,SUP512,2024-04-18,2024-04-28,2024-04-29,956,122.37,Prepaid
PO101127,SKU1035,SUP517,2025-03-07,2025-03-26,2025-03-26,764,13.85,Net45
PO101128,SKU1092,SUP506,2025-10-28,2025-11-10,2025-11-10,830,71.52,Net45
PO101129,SKU1015,SUP511,2024-01-30,2024-02-20,2024-02-24,834,182.12,Net30
PO101130,SKU1052,SUP514,2025-01-26,2025-02-09,2025-02-10,95,156.59,Net30
PO101131,SKU1003,SUP502,2025-11-07,2025-11-30,2025-11-30,522,176.24,Net30
PO101132,SKU1043,SUP512,2025-06-14,2025-06-18,2025-06-19,60,115.84,Net30
PO101133,SKU1014,SUP504,2025-01-10,2025-01-17,2025-01-18,546,151.39,Net30
PO101134,SKU1008,SUP502,2024-10-06,2024-10-11,2024-10-11,498,179.38,Prepaid
PO101135,SKU1060,SUP508,2025-02-22,2025-03-15,2025-03-17,68,84.24,Net45
PO101136,SKU1012,SUP505,2023-12-30,2024-01-13,2024-01-13,450,136.99,Prepaid
PO101137,SKU1009,SUP500,2024-11-06,2024-11-23,2024-11-24,416,143.81,Prepaid
PO101138,SKU1027,SUP501,2025-06-28,2025-07-05,2025-07-07,502,77.81,Net45
PO101139,SKU1006,SUP516,2025-07-30,2025-08-10,2025-08-11,968,118.56,Prepaid
PO101140,SKU1049,SUP509,2024-06-07,2024-06-15,2024-06-16,99,140.9,Net30
PO101141,SKU1098,SUP506,2025-02-08,2025-02-26,2025-02-28,294,186.07,Prepaid
PO101142,SKU1011,SUP500,2025-03-27,2025-04-14,2025-04-16,395,184.33,Prepaid
PO101143,SKU1087,SUP502,2025-04-01,2025-04-21,2025-04-22,866,19.95,Net45
PO101144,SKU1021,SUP505,2025-03-05,2025-03-23,2025-03-23,885,175.24,Net30
PO101145,SKU1041,SUP517,2024-11-25,2024-12-01,2024-12-02,604,55.73,Net30
PO101146,SKU1054,SUP503,2024-05-08,2024-05-29,2024-05-31,381,173.52,Prepaid
PO101147,SKU1001,SUP512,2025-09-16,2025-10-09,2025-10-10,267,179.49,Net30
PO101148,SKU1028,SUP502,2024-06-28,2024-07-14,2024-07-16,688,182.31,Net30
PO101149,SKU1005,SUP502,2024-03-10,2024-03-16,2024-03-17,835,38.38,Net45
PO101150,SKU1063,SUP503,2025-03-18,2025-03-22,2025-03-23,994,61.85,Net45
PO101151,SKU1021,SUP508,2025-03-29,2025-04-08,2025-04-08,696,89.42,Net45
PO101152,SKU1049,SUP504,2024-10-26,2024-11-10,2024-11-13,955,185.59,Net45
PO101153,SKU1040,SUP515,2024-04-01,2024-04-10,2024-04-14,983,79.99,Net45
PO101154,SKU1057,SUP512,2025-04-17,2025-04-29,2025-04-29,565,103.17,Net45
PO101155,SKU1090,SUP500,2025-08-14,2025-09-01,2025-09-01,968,155.82,Prepaid
PO101156,SKU1039,SUP507,2024-07-25,2024-08-10,2024-08-10,684,134.38,Prepaid
PO101157,SKU1007,SUP504,2024-10-19,2024-11-09,2024-11-09,205,123.14,Net30
PO101158,SKU1026,SUP501,2025-08-05,2025-08-12,2025-08-13,504,80.73,Net45
PO101159,SKU1112,SUP510,2024-01-07,2024-01-27,2024-01-28,855,173.64,Prepaid
PO101160,SKU1066,SUP513,2024-06-07,2024-06-25,2024-06-25,74,27.31,Prepaid
PO101161,SKU1108,SUP510,2024-09-04,2024-09-28,2024-09-28,105,106.76,Net45
PO101162,SKU1031,SUP507,2024-08-18,2024-09-07,2024-09-07,379,183.2,Prepaid
PO101163,SKU1056,SUP500,2024-07-09,2024-07-31,2024-08-02,247,12.52,Prepaid
PO101164,SKU1081,SUP504,2025-07-09,2025-07-31,2025-07-31,227,34.95,Net45
PO101165,SKU1070,SUP506,2025-05-25,2025-06-09,2025-06-10,792,93.95,Net30
